id;cod_dep;departamento;cod_mun;municipio;mujeres_con_4ta_consulta_ prenatal;cobertura
58;2;LA PAZ;20604;QUIABAYA;37;0,648277899
59;2;LA PAZ;20605;COMBAYA;33;0,635578365
60;2;LA PAZ;20606;TIPUANI;244;1,942008021
61;2;LA PAZ;20607;MAPIRI;287;1,466554631
62;2;LA PAZ;20608;TEOPONTE;128;0,886297182
63;2;LA PAZ;20701;APOLO;191;0,742741771
64;2;LA PAZ;20702;PELECHUCO;58;0,59046352
65;2;LA PAZ;20801;VIACHA;936;0,798916431
66;2;LA PAZ;20802;GUAQUI;87;0,419758473
67;2;LA PAZ;20803;TIAWANACU;173;0,55119193
68;2;LA PAZ;20804;DESAGUADERO;75;0,599449516
69;2;LA PAZ;20805;SAN ANDRES DE MACHACA;52;0,328326451
70;2;LA PAZ;20806;JESUS DE MACHACA;205;0,615475068
71;2;LA PAZ;20807;TARACO;49;0,298132024
72;2;LA PAZ;20901;LURIBAY;69;0,377005191
73;2;LA PAZ;20902;SAPAHAQUI;72;0,214599999
74;2;LA PAZ;20903;YACO;74;0,393868381
75;2;LA PAZ;20904;MALLA;18;0,160383161
76;2;LA PAZ;20905;CAIROMA;118;0,443266924
77;2;LA PAZ;21001;INQUISIVI;93;0,27134669
78;2;LA PAZ;21002;QUIME;118;0,841029363
79;2;LA PAZ;21003;CAJUATA;133;1,000962578
80;2;LA PAZ;21004;COLQUIRI;364;0,90416391
81;2;LA PAZ;21005;ICHOCA;26;0,184139044
82;2;LA PAZ;21006;LICOMA PAMPA;37;0,590852724
83;2;LA PAZ;21101;CHULUMANI (V. DE LA LIBERTAD);258;0,74341789
84;2;LA PAZ;21102;IRUPANA (VILLA DE LANZA);126;0,546298601
85;2;LA PAZ;21103;YANACACHI;49;0,567796904
86;2;LA PAZ;21104;PALOS BLANCOS;537;1,23350487
87;2;LA PAZ;21105;LA ASUNTA;772;1,408045038
88;2;LA PAZ;21201;PUCARANI;314;0,476371054
89;2;LA PAZ;21202;LAJA;146;0,387960656
90;2;LA PAZ;21203;BATALLAS;169;0,392859201
91;2;LA PAZ;21204;PUERTO PEREZ;36;0,213799768
92;2;LA PAZ;21301;SICA SICA (VILLA AROMA);221;0,31004587
93;2;LA PAZ;21302;UMALA;99;0,394458323
94;2;LA PAZ;21303;AYO AYO;111;0,716448277
95;2;LA PAZ;21304;CALAMARCA;109;0,363035315
96;2;LA PAZ;21305;PATACAMAYA;612;1,181413809
97;2;LA PAZ;21306;COLQUENCHA;131;0,587888317
98;2;LA PAZ;21307;COLLANA;24;0,278298849
99;2;LA PAZ;21401;COROICO;231;0,76620136
100;2;LA PAZ;21402;CORIPATA;224;0,765448179
101;2;LA PAZ;21501;IXIAMAS;127;0,807028571
102;2;LA PAZ;21502;SAN BUENA VENTURA;251;1,635123173
103;2;LA PAZ;21601;GRAL. J.J. PEREZ  (CHARAZANI);111;0,585989687
104;2;LA PAZ;21602;CURVA;28;0,492124062
105;2;LA PAZ;21701;COPACABANA;146;0,457070582
106;2;LA PAZ;21702;SAN PEDRO DE TIQUINA;36;0,295515743
107;2;LA PAZ;21703;TITO YUPANQUI (PARQUIPUJIO);6;0,097626059
108;2;LA PAZ;21801;SAN PEDRO DE CURAHUARA;62;0,307295161
109;2;LA PAZ;21802;PAPEL PAMPA;44;0,325043458
110;2;LA PAZ;21803;CHACARILLA;8;0,244276315
111;2;LA PAZ;21901;SANTIAGO DE MACHACA;34;0,378975455
112;2;LA PAZ;21902;CATACORA;13;0,234075246
113;2;LA PAZ;22001;CARANAVI;904;0,820009542
114;2;LA PAZ;22002;ALTO BENI;193;0,931444831
115;3;COCHABAMBA;30101;COCHABAMBA;13507;0,695738801
116;3;COCHABAMBA;30201;AIQUILE;584;0,83539107
117;3;COCHABAMBA;30202;PASORAPA;45;0,511746217
118;3;COCHABAMBA;30203;OMEREQUE;80;0,540983242
119;3;COCHABAMBA;30301;AYOPAYA (V. DE INDEPENDENCIA);351;0,661929904
120;3;COCHABAMBA;30302;MOROCHATA;268;0,614468199
121;3;COCHABAMBA;30303;COCAPATA;287;0,581805055
122;3;COCHABAMBA;30401;TARATA;117;0,55549325
123;3;COCHABAMBA;30402;ANZALDO;99;0,505366013
124;3;COCHABAMBA;30403;ARBIETO;167;0,66280323
125;3;COCHABAMBA;30404;SACABAMBA;72;0,575934455
126;3;COCHABAMBA;30501;ARANI;215;0,952694905
127;3;COCHABAMBA;30502;VACAS;160;0,435140261
128;3;COCHABAMBA;30601;ARQUE;205;0,65394342
129;3;COCHABAMBA;30602;TACOPAYA;113;0,338574794
130;3;COCHABAMBA;30701;CAPINOTA;266;0,634704597
131;3;COCHABAMBA;30702;SANTIVAÑES;78;0,492726271
132;3;COCHABAMBA;30703;SICAYA;32;0,797220864
133;3;COCHABAMBA;30801;CLIZA;340;0,621369544
134;3;COCHABAMBA;30802;TOCO;95;0,608014824
135;3;COCHABAMBA;30803;TOLATA;129;0,722727848
136;3;COCHABAMBA;30901;QUILLACOLLO;1708;0,428379484
137;3;COCHABAMBA;30902;SIPE SIPE;815;0,66705078
138;3;COCHABAMBA;30903;TIQUIPAYA;1101;0,418192198
139;3;COCHABAMBA;30904;VINTO;1018;0,819168057
140;3;COCHABAMBA;30905;COLCAPIRHUA;1029;0,501434811
141;3;COCHABAMBA;31001;SACABA;2446;0,485617906
142;3;COCHABAMBA;31002;COLOMI;302;0,620620953
143;3;COCHABAMBA;31003;VILLA TUNARI;1320;1,023648455
144;3;COCHABAMBA;31101;TAPACARI;331;0,433981887
145;3;COCHABAMBA;31201;TOTORA(CBBA);453;1,715931877
146;3;COCHABAMBA;31202;POJO (CBBA);186;0,385730052
147;3;COCHABAMBA;31203;POCONA;169;0,51884413
148;3;COCHABAMBA;31204;CHIMORE;339;0,654911999
149;3;COCHABAMBA;31205;PUERTO VILLARROEL;961;0,770603218
150;3;COCHABAMBA;31206;ENTRE RIOS CBBA;492;0,529542708
151;3;COCHABAMBA;31301;MIZQUE;383;0,495112454
152;3;COCHABAMBA;31302;VILA VILA;39;0,357978022
153;3;COCHABAMBA;31303;ALALAY;24;0,174447512
154;3;COCHABAMBA;31401;PUNATA;406;0,6442743
155;3;COCHABAMBA;31402;VILLA RIVERO;98;0,67462806
156;3;COCHABAMBA;31403;SAN BENITO;192;0,58605203
157;3;COCHABAMBA;31404;TACACHI;13;0,159830516
158;3;COCHABAMBA;31405;CUCHUMUELA (V. G. VILLARROEL);18;0,403678465
159;3;COCHABAMBA;31501;BOLIVAR;77;0,323774139
160;3;COCHABAMBA;31601;TIRAQUE (CBBA);445;0,858532452
161;3;COCHABAMBA;31602;SHINAOTA;490;1,305242268
162;4;ORURO;40101;ORURO;4734;0,796026179
163;4;ORURO;40102;CARACOLLO;217;0,32211505
164;4;ORURO;40103;EL CHORO;48;0,165692169
165;4;ORURO;40104;SORACACHI;120;0,290883427
166;4;ORURO;40201;CHALLAPATA;521;0,930450469
167;4;ORURO;40202;SANTUARIO DE QUILLACAS;52;0,582471553
168;4;ORURO;40301;CORQUE;99;0,49439536
169;4;ORURO;40302;CHOQUE COTA;9;0,232432759
170;4;ORURO;40401;CURAHUARA DE CARANGAS;87;0,657976026
171;4;ORURO;40402;TURCO;35;0,453403254
172;4;ORURO;40501;HUACHACALLA;4;0,083118178
173;4;ORURO;40502;ESCARA;0;0
174;4;ORURO;40503;CRUZ DE MACHACAMARCA;0;0
175;4;ORURO;40504;YUNGUYO DE LITORAL;0;0
176;4;ORURO;40601;POOPO;73;0,543182281
177;4;ORURO;40602;PAZÑA;80;1,016826813
178;4;ORURO;40603;ANTEQUERA;43;0,694060226
179;4;ORURO;40701;HUANUNI;493;1,159200922
180;4;ORURO;40702;MACHACAMARCA;73;0,946928174
181;4;ORURO;40801;SALINAS DE GARCI MENDOZA;91;0,369735079
182;4;ORURO;40802;PAMPA AULLAGAS;34;0,343401152
183;4;ORURO;40901;SABAYA;35;0,154788294
184;4;ORURO;40902;COIPASA;8;0,37991403
185;4;ORURO;40903;CHIPAYA;32;0,534917395
186;4;ORURO;41001;TOLEDO;53;0,222894249
187;4;ORURO;41101;EUCALIPTUS;46;0,365899581
188;4;ORURO;41201;ANDAMARCA;28;0,227946489
189;4;ORURO;41202;BELEN DE ANDAMARCA;12;0,305644773
190;4;ORURO;41301;TOTORA(ORR);68;0,663368664
191;4;ORURO;41401;SANTIAGO DE HUARI;106;0,47951241
192;4;ORURO;41501;LA RIVERA;0;0
193;4;ORURO;41502;TODOS SANTOS;4;0,435010323
194;4;ORURO;41503;CARANGAS;2;0,133086172
195;4;ORURO;41601;HUAYLLAMARCA;37;0,332138214
196;5;POTOSI;50101;POTOSI;3987;0,718176689
197;5;POTOSI;50102;TINGUIPAYA;203;0,196818096
198;5;POTOSI;50103;YOCALLA;78;0,287562433
199;5;POTOSI;50104;BELEN DE URMIRI;14;0,219638396
200;5;POTOSI;50201;UNCIA;264;0,462271025
201;5;POTOSI;50202;CHAYANTA;201;0,426017271
202;5;POTOSI;50203;LLALLAGUA;822;0,778972318
203;5;POTOSI;50204;CHUQUIHUTA AYLLU JUCUMANI;129;0,656796611
204;5;POTOSI;50301;BETANZOS;394;0,359433903
205;5;POTOSI;50302;CHAQUI;86;0,311647572
206;5;POTOSI;50303;TACOBAMBA;96;0,275025233
207;5;POTOSI;50401;COLQUECHACA;404;0,388266203
208;5;POTOSI;50402;RAVELO;173;0,299954416
209;5;POTOSI;50403;POCOATA;313;0,516427191
210;5;POTOSI;50404;OCURI;245;0,408541299
211;5;POTOSI;50501;SAN PEDRO DE BUENA VISTA;246;0,27193214
212;5;POTOSI;50502;TORO TORO;149;0,482404924
213;5;POTOSI;50601;COTAGAITA;344;0,557548319
214;5;POTOSI;50602;VITICHI;138;0,54013312
215;5;POTOSI;50701;SACACA;272;0,435628051
216;5;POTOSI;50702;CARIPUYO;171;0,633593182
217;5;POTOSI;50801;TUPIZA;885;0,804672766
218;5;POTOSI;50802;ATOCHA;212;0,992749512
219;5;POTOSI;50901;"COLCHA ""K""";113;0,337306956
220;5;POTOSI;50902;SAN PEDRO DE QUEMES;4;0,140886097
221;5;POTOSI;51001;SAN PABLO DE LIPEZ;43;0,563486008
222;5;POTOSI;51002;MOJINETE;10;0,514039348
223;5;POTOSI;51003;SAN ANTONIO DE ESMORUCO;23;0,343159668
224;5;POTOSI;51101;PUNA;304;0,459272852
225;5;POTOSI;51102;"CAIZA ""D""";127;0,498688097
226;5;POTOSI;51103;CKOCHAS;235;0,485675136
227;5;POTOSI;51201;UYUNI;480;0,882861737
228;5;POTOSI;51202;TOMAVE;141;0,359693706
229;5;POTOSI;51203;PORCO;199;1,093743877
230;5;POTOSI;51301;ARAMPAMPA;62;0,215566121
231;5;POTOSI;51302;ACACIO;67;0,239060128
232;5;POTOSI;51401;LLICA;64;1,842617854
233;5;POTOSI;51402;TAHUA;10;0,238284177
234;5;POTOSI;51501;VILLAZON;779;0,592472827
235;5;POTOSI;51601;SAN AGUSTIN;29;0,454260608
236;6;TARIJA;60101;TARIJA;4088;0,689109919
237;6;TARIJA;60201;PADCAYA;258;0,533576975
238;6;TARIJA;60202;BERMEJO;609;0,645086131
239;6;TARIJA;60301;YACUIBA;1830;0,511602491
240;6;TARIJA;60302;CARAPARI;205;0,981488092
241;6;TARIJA;60303;VILLA MONTES;782;1,164074048
242;6;TARIJA;60401;URIONDO (A. CONCEPCION);193;0,674461769
243;6;TARIJA;60402;YUNCHARA;74;0,607722684
244;6;TARIJA;60501;SAN LORENZO(TJA);218;0,416260539
245;6;TARIJA;60502;EL PUENTE(TJA);178;0,788042531
246;6;TARIJA;60601;ENTRE RIOS  TRJ;328;0,84848516
247;7;SANTA CRUZ;70101;SANTA CRUZ DE LA SIERRA;19332;0,375160283
248;7;SANTA CRUZ;70102;COTOCA;868;0,520012434
249;7;SANTA CRUZ;70103;PORONGO;164;0,448457144
250;7;SANTA CRUZ;70104;LA GUARDIA;1033;0,527406556
251;7;SANTA CRUZ;70105;EL TORNO;836;0,50354444
252;7;SANTA CRUZ;70201;WARNES;1714;1,298692129
253;7;SANTA CRUZ;70202;OKINAWA;234;0,640474813
254;7;SANTA CRUZ;70301;SAN IGNACIO DE VELASCO;1128;0,969760191
255;7;SANTA CRUZ;70302;SAN MIGUEL DE VELASCO;203;0,78241877
256;7;SANTA CRUZ;70303;SAN RAFAEL;105;0,633556672
257;7;SANTA CRUZ;70401;BUENA VISTA;175;0,515269832
258;7;SANTA CRUZ;70402;SAN CARLOS;473;1,000579398
259;7;SANTA CRUZ;70403;YAPACANI;614;0,60210609
260;7;SANTA CRUZ;70404;SAN JUAN DE YAPACANI;223;0,85253756
261;7;SANTA CRUZ;70501;SAN JOSE DE CHIQUITOS;210;0,590667091
262;7;SANTA CRUZ;70502;PAILON;383;0,321934635
263;7;SANTA CRUZ;70503;ROBORE;256;0,932036641
264;7;SANTA CRUZ;70601;PORTACHUELO;714;1,744396248
265;7;SANTA CRUZ;70602;SANTA ROSA DEL SARA;328;0,725959871
266;7;SANTA CRUZ;70603;COLPA BELGICA;91;0,581525389
267;7;SANTA CRUZ;70701;LAGUNILLAS;82;0,601672286
268;7;SANTA CRUZ;70702;CHARAGUA;446;0,679195259
269;7;SANTA CRUZ;70703;CABEZAS;314;0,559848322
270;7;SANTA CRUZ;70704;CUEVO;50;0,628928276
271;7;SANTA CRUZ;70705;GUTIERREZ;217;0,734586921
272;7;SANTA CRUZ;70706;CAMIRI;603;0,802310897
273;7;SANTA CRUZ;70707;BOYUIBE;51;0,554000631
274;7;SANTA CRUZ;70801;VALLEGRANDE;251;0,633521547
275;7;SANTA CRUZ;70802;TRIGAL;14;0,211538039
276;7;SANTA CRUZ;70803;MORO MORO;34;0,566263001
277;7;SANTA CRUZ;70804;POSTRER VALLE;25;0,373449543
278;7;SANTA CRUZ;70805;PUCARA;18;0,355605437
279;7;SANTA CRUZ;70901;SAMAIPATA;145;0,617280964
280;7;SANTA CRUZ;70902;PAMPA GRANDE;154;0,676390084
281;7;SANTA CRUZ;70903;MAIRANA;218;1,055361126
282;7;SANTA CRUZ;70904;QUIRUSILLAS;17;0,302295573
283;7;SANTA CRUZ;71001;MONTERO;2169;0,807820904
284;7;SANTA CRUZ;71002;GENERAL SAAVEDRA;285;0,532090673
285;7;SANTA CRUZ;71003;MINEROS;397;0,680279022
286;7;SANTA CRUZ;71004;FERNANDEZ ALONSO;273;0,817032249
287;7;SANTA CRUZ;71005;SAN PEDRO;285;0,661842572
288;7;SANTA CRUZ;71101;CONCEPCION;312;0,692609131
289;7;SANTA CRUZ;71102;SAN JAVIER(STC);321;0,90839459
290;7;SANTA CRUZ;71103;SAN RAMON SCZ;253;1,397841219
291;7;SANTA CRUZ;71104;SAN JULIAN;807;0,685948777
292;7;SANTA CRUZ;71105;SAN ANTONIO DE LOMERIO;100;0,508375
293;7;SANTA CRUZ;71106;CUATRO CAÑADAS;259;0,476364465
294;7;SANTA CRUZ;71201;SAN MATIAS;273;0,801372228
295;7;SANTA CRUZ;71301;COMARAPA;449;1,166056005
296;7;SANTA CRUZ;71302;SAIPINA;113;0,79102964
297;7;SANTA CRUZ;71401;PUERTO SUAREZ;417;1,012326622
298;7;SANTA CRUZ;71402;PUERTO QUIJARRO;163;0,319507037
299;7;SANTA CRUZ;71403;CARMEN RIVERO TORREZ;68;0,513015172
300;7;SANTA CRUZ;71501;ASCENCION DE GUARAYOS;638;1,277650802
301;7;SANTA CRUZ;71502;URUBICHA;153;1,014535911
302;7;SANTA CRUZ;71503;EL PUENTE(STC);148;0,604906178
303;8;BENI;80101;TRINIDAD;2594;0,768660651
304;8;BENI;80102;SAN JAVIER(BNI);54;0,583853093
305;8;BENI;80201;RIBERALTA;2731;0,883494419
306;8;BENI;80202;GUAYARAMERIN;1144;0,788236423
307;8;BENI;80301;REYES;366;0,761594471
308;8;BENI;80302;SAN BORJA;903;0,663431356
309;8;BENI;80303;SANTA ROSA;203;0,666414598
310;8;BENI;80304;RURRENABAQUE;434;0,789190344
311;8;BENI;80401;SANTA ANA;638;1,351027707
312;8;BENI;80402;EXALTACION;36;0,103531334
313;8;BENI;80501;SAN IGNACIO;549;0,871628131
314;8;BENI;80601;LORETO;66;0,762391625
315;8;BENI;80602;SAN ANDRES;172;0,568305235
316;8;BENI;80701;SAN JOAQUIN;116;0,604808576
317;8;BENI;80702;SAN RAMON BENI;96;0,510617027
318;8;BENI;80703;PUERTO SILES;25;0,935481936
319;8;BENI;80801;MAGDALENA;261;0,846522929
320;8;BENI;80802;BAURES;77;0,597742711
321;8;BENI;80803;HUARACAJE;80;0,855229136
322;9;PANDO;90101;COBIJA;1249;0,854001919
323;9;PANDO;90102;PORVENIR;113;0,798010803
324;9;PANDO;90103;BOLPEBRA;19;0,462317976
325;9;PANDO;90104;BELLA FLOR;21;0,334072047
326;9;PANDO;90201;PUERTO RICO;168;1,232099335
327;9;PANDO;90202;SAN PEDRO(PND);14;0,565578379
328;9;PANDO;90203;FILADELFIA;84;0,753273989
329;9;PANDO;90301;PUERTO GONZALO MORENO;102;0,651270074
330;9;PANDO;90302;SAN LORENZO(PND);110;0,986395454
331;9;PANDO;90303;SENA;77;1,216286023
332;9;PANDO;90401;NACEBE (SANTA ROSA DEL ABUNA);23;0,28337205
333;9;PANDO;90402;INGAVI (HUMAITA);44;2,180031294
334;9;PANDO;90501;NUEVO MANOA (NUEVA ESPERANZA);42;1,144630325
335;9;PANDO;90502;VILLA NUEVA (LOMA ALTA);32;0,862356854
336;9;PANDO;90503;EUREKA (SANTOS MERCADO);20;1,057899016
