id;cod_dep;departamento;cod_mun;municipio;mujeres_con_4ta_consulta_ prenatal;cobertura
314;8;BENI      ;80401;SANTA ANA                     ;418;0,82337061
315;8;BENI      ;80402;EXALTACION                    ;36;1,5
316;8;BENI      ;80501;SAN IGNACIO                   ;496;0,96875
317;8;BENI      ;80601;LORETO                        ;69;1,533333333
318;8;BENI      ;80602;SAN ANDRES                    ;166;1,394957983
319;8;BENI      ;80701;SAN JOAQUIN                   ;110;0,894308943
320;8;BENI      ;80702;SAN RAMON BENI                ;86;0,743969952
321;8;BENI      ;80703;PUERTO SILES                  ;10;0,769230769
322;8;BENI      ;80801;MAGDALENA                     ;203;0,712732914
323;8;BENI      ;80802;BAURES                        ;107;1,032032094
324;8;BENI      ;80803;HUACARAJE                     ;53;0,768115942
325;9;PANDO     ;90101;COBIJA                        ;1699;0,635140187
326;9;PANDO     ;90102;PORVENIR                      ;104;1,405405405
327;9;PANDO     ;90103;BOLPEBRA                      ;16;2,285714286
328;9;PANDO     ;90104;BELLA FLOR                    ;48;1,655172414
329;9;PANDO     ;90201;PUERTO RICO                   ;149;0,772020725
330;9;PANDO     ;90202;SAN PEDRO(PND)                ;27;1,6875
331;9;PANDO     ;90203;FILADELFIA                    ;82;0,931818182
332;9;PANDO     ;90301;PUERTO GONZALO MORENO         ;91;0,722222222
333;9;PANDO     ;90302;SAN LORENZO(PND)              ;99;0,883928571
334;9;PANDO     ;90303;SENA                          ;120;0,902255639
335;9;PANDO     ;90401;NACEBE (SANTA ROSA DEL ABUNA) ;42;1,024390244
336;9;PANDO     ;90402;INGAVI (HUMAITA)              ;13;0,433333333
337;9;PANDO     ;90501;NUEVO MANOA (NUEVA ESPERANZA) ;48;3,692307692
338;9;PANDO     ;90502;VILLA NUEVA (LOMA ALTA)       ;36;1,2
339;9;PANDO     ;90503;EUREKA (SANTOS MERCADO)       ;34;1,307692308
