id;cod_dep;departamento;cod_mun;municipio;mujeres_con_4ta_consulta_ prenatal;cobertura
54;02;LA PAZ;020605;COMBAYA;29;0,56640053
55;02;LA PAZ;020606;TIPUANI;231;1,864445387
56;02;LA PAZ;020607;MAPIRI;249;1,290304342
57;02;LA PAZ;020608;TEOPONTE;97;0,681110526
58;02;LA PAZ;020701;APOLO;262;1,032491017
59;02;LA PAZ;020702;PELECHUCO;40;0,412672244
60;02;LA PAZ;020801;VIACHA;676;0,58587705
61;02;LA PAZ;020802;GUAQUI;71;0,347837859
62;02;LA PAZ;020803;TIAWANACU;157;0,507920607
63;02;LA PAZ;020804;DESAGUADERO;85;0,689859707
64;02;LA PAZ;020805;SAN ANDRES DE MACHACA;54;0,346202802
65;02;LA PAZ;020806;JESUS DE MACHACA;200;0,609706586
66;02;LA PAZ;020807;TARACO;33;0,203875914
67;02;LA PAZ;020901;LURIBAY;67;0,371449729
68;02;LA PAZ;020902;SAPAHAQUI;65;0,196580277
69;02;LA PAZ;020903;YACO;81;0,437454355
70;02;LA PAZ;020904;MALLA;18;0,162735768
71;02;LA PAZ;020905;CAIROMA;98;0,373541386
72;02;LA PAZ;021001;INQUISIVI;85;0,251492654
73;02;LA PAZ;021002;QUIME;117;0,845628378
74;02;LA PAZ;021003;CAJUATA;160;1,221091323
75;02;LA PAZ;021004;COLQUIRI;362;0,911840102
76;02;LA PAZ;021005;ICHOCA;49;0,351915306
77;02;LA PAZ;021006;LICOMA PAMPA;22;0,356256292
78;02;LA PAZ;021101;CHULUMANI (V. DE LA LIBERTAD);510;1,490002438
79;02;LA PAZ;021102;IRUPANA (VILLA DE LANZA);135;0,593482248
80;02;LA PAZ;021103;YANACACHI;48;0,564001193
81;02;LA PAZ;021104;PALOS BLANCOS;492;1,145940294
82;02;LA PAZ;021105;LA ASUNTA;534;0,987549884
83;02;LA PAZ;021201;PUCARANI;319;0,491158817
84;02;LA PAZ;021202;LAJA;137;0,369458555
85;02;LA PAZ;021203;BATALLAS;213;0,502512647
86;02;LA PAZ;021204;PUERTO PEREZ;45;0,27122628
87;02;LA PAZ;021301;SICA SICA (VILLA AROMA);265;0,377149491
88;02;LA PAZ;021302;UMALA;70;0,282938
89;02;LA PAZ;021303;AYO AYO;74;0,484540052
90;02;LA PAZ;021304;CALAMARCA;125;0,422345314
91;02;LA PAZ;021305;PATACAMAYA;489;0,957627026
92;02;LA PAZ;021306;COLQUENCHA;100;0,455261194
93;02;LA PAZ;021307;COLLANA;15;0,176452959
94;02;LA PAZ;021401;COROICO;224;0,754352369
95;02;LA PAZ;021402;CORIPATA;174;0,603648565
96;02;LA PAZ;021501;IXIAMAS;129;0,8303277
97;02;LA PAZ;021502;SAN BUENA VENTURA;197;1,299904265
98;02;LA PAZ;021601;GRAL. J.J. PEREZ  (CHARAZANI);113;0,605166246
99;02;LA PAZ;021602;CURVA;32;0,570551729
100;02;LA PAZ;021701;COPACABANA;157;0,499465542
101;02;LA PAZ;021702;SAN PEDRO DE TIQUINA;42;0,350317367
102;02;LA PAZ;021703;TITO YUPANQUI (PARQUIPUJIO);6;0,099201341
103;02;LA PAZ;021801;SAN PEDRO DE CURAHUARA;31;0,156056282
104;02;LA PAZ;021802;PAPEL PAMPA;39;0,292622137
105;02;LA PAZ;021803;CHACARILLA;8;0,248103555
106;02;LA PAZ;021901;SANTIAGO DE MACHACA;38;0,430678098
107;02;LA PAZ;021902;CATACORA;9;0,164773604
108;02;LA PAZ;022001;CARANAVI;1129;0,873619589
109;03;COCHABAMBA;030101;COCHABAMBA;14684;0,772165805
110;03;COCHABAMBA;030201;AIQUILE;529;0,771147554
111;03;COCHABAMBA;030202;PASORAPA;34;0,394028703
112;03;COCHABAMBA;030203;OMEREQUE;106;0,730473379
113;03;COCHABAMBA;030301;AYOPAYA (V. DE INDEPENDENCIA);348;0,668768397
114;03;COCHABAMBA;030302;MOROCHATA;491;0,53823915
115;03;COCHABAMBA;030401;TARATA;110;0,533062198
116;03;COCHABAMBA;030402;ANZALDO;90;0,468900256
117;03;COCHABAMBA;030403;ARBIETO;164;0,664322
118;03;COCHABAMBA;030404;SACABAMBA;71;0,5796531
119;03;COCHABAMBA;030501;ARANI;178;0,804729802
120;03;COCHABAMBA;030502;VACAS;135;0,374572584
121;03;COCHABAMBA;030601;ARQUE;156;0,507175864
122;03;COCHABAMBA;030602;TACOPAYA;135;0,412246498
123;03;COCHABAMBA;030701;CAPINOTA;243;0,591354669
124;03;COCHABAMBA;030702;SANTIVAÑES;56;0,36079358
125;03;COCHABAMBA;030703;SICAYA;27;0,686048717
126;03;COCHABAMBA;030801;CLIZA;293;0,546817015
127;03;COCHABAMBA;030802;TOCO;49;0,32025393
128;03;COCHABAMBA;030803;TOLATA;79;0,451981078
129;03;COCHABAMBA;030901;QUILLACOLLO;1378;0,35256162
130;03;COCHABAMBA;030902;SIPE SIPE;647;0,54019243
131;03;COCHABAMBA;030903;TIQUIPAYA;901;0,349108852
132;03;COCHABAMBA;030904;VINTO;700;0,574598914
133;03;COCHABAMBA;030905;COLCAPIRHUA;895;0,444903774
134;03;COCHABAMBA;031001;SACABA;2169;0,439097291
135;03;COCHABAMBA;031002;COLOMI;284;0,595119037
136;03;COCHABAMBA;031003;VILLA TUNARI;923;0,729908522
137;03;COCHABAMBA;031101;TAPACARI;403;0,538639551
138;03;COCHABAMBA;031201;TOTORA(CBBA);395;1,52465591
139;03;COCHABAMBA;031202;POJO (CBBA);190;0,401500639
140;03;COCHABAMBA;031203;POCONA;162;0,506745662
141;03;COCHABAMBA;031204;CHIMORE;236;0,46461957
142;03;COCHABAMBA;031205;PUERTO VILLARROEL;994;0,812212117
143;03;COCHABAMBA;031206;ENTRE RIOS;351;0,384950701
144;03;COCHABAMBA;031301;MIZQUE;352;0,463691698
145;03;COCHABAMBA;031302;VILA VILA;38;0,355428855
146;03;COCHABAMBA;031303;ALALAY;38;0,281461978
147;03;COCHABAMBA;031401;PUNATA;595;0,964077048
148;03;COCHABAMBA;031402;VILLA RIVERO;76;0,534194848
149;03;COCHABAMBA;031403;SAN BENITO;249;0,776076829
150;03;COCHABAMBA;031404;TACACHI;17;0,213410526
151;03;COCHABAMBA;031405;CUCHUMUELA (V. G. VILLARROEL);13;0,297685753
152;03;COCHABAMBA;031501;BOLIVAR;70;0,300186445
153;03;COCHABAMBA;031601;TIRAQUE (CBBA);779;0,888273602
154;04;ORURO;040101;ORURO;5597;0,948438256
155;04;ORURO;040102;CARACOLLO;266;0,397913528
156;04;ORURO;040103;EL CHORO;65;0,226095122
157;04;ORURO;040104;SORACACHI;115;0,280924898
158;04;ORURO;040201;CHALLAPATA;404;0,726948387
159;04;ORURO;040202;SANTUARIO DE QUILLACAS;40;0,451458358
160;04;ORURO;040301;CORQUE;75;0,378029393
161;04;ORURO;040302;CHOQUE COTA;10;0,260656584
162;04;ORURO;040401;CURAHUARA DE CARANGAS;111;0,846763204
163;04;ORURO;040402;TURCO;61;0,79704105
164;04;ORURO;040501;HUACHACALLA;11;0,230675714
165;04;ORURO;040502;ESCARA;1;0,030977728
166;04;ORURO;040504;YUNGUYO DE LITORAL;;0
167;04;ORURO;040505;ESMERALDA;1;0,022498173
168;04;ORURO;040601;POOPO;59;0,442789892
169;04;ORURO;040602;PAZÑA;75;0,961478532
170;04;ORURO;040603;ANTEQUERA;31;0,504699434
171;04;ORURO;040701;HUANUNI;654;1,549001574
172;04;ORURO;040702;MACHACAMARCA;93;1,215160944
173;04;ORURO;040801;SALINAS DE GARCI MENDOZA;111;0,455058584
174;04;ORURO;040802;PAMPA AULLAGAS;38;0,387283553
175;04;ORURO;040901;SABAYA;36;0,1604286
176;04;ORURO;040902;COIPASA;26;1,244053913
177;04;ORURO;040903;CHIPAYA;22;0,37060627
178;04;ORURO;041001;TOLEDO;62;0,263394619
179;04;ORURO;041101;EUCALIPTUS;84;0,673034972
180;04;ORURO;041201;ANDAMARCA;44;0,36193187
181;04;ORURO;041202;BELEN DE ANDAMARCA;6;0,154419279
182;04;ORURO;041301;TOTORA(ORR);64;0,629601386
183;04;ORURO;041401;SANTIAGO DE HUARI;81;0,370024862
184;04;ORURO;041501;LA RIVERA;;0
185;04;ORURO;041502;TODOS SANTOS;8;0,876703005
186;04;ORURO;041503;CARANGAS;1;0,067050477
187;04;ORURO;041601;HUAYLLAMARCA;45;0,40802959
188;05;POTOSI;050101;POTOSI;4028;0,731600819
189;05;POTOSI;050102;TINGUIPAYA;251;0,24538857
190;05;POTOSI;050103;YOCALLA;73;0,271383563
191;05;POTOSI;050104;BELEN DE URMIRI;20;0,316471173
192;05;POTOSI;050201;UNCIA;397;0,520927389
193;05;POTOSI;050202;CHAYANTA;207;0,441901718
194;05;POTOSI;050203;LLALLAGUA;755;0,72064496
195;05;POTOSI;050301;BETANZOS;481;0,441363808
196;05;POTOSI;050302;CHAQUI;88;0,320755971
197;05;POTOSI;050303;TACOBAMBA;73;0,210361253
198;05;POTOSI;050401;COLQUECHACA;437;0,422442683
199;05;POTOSI;050402;RAVELO;230;0,401127211
200;05;POTOSI;050403;POCOATA;382;0,633970189
201;05;POTOSI;050404;OCURI;340;0,570283303
202;05;POTOSI;050501;SAN PEDRO DE BUENA VISTA;213;0,23697156
203;05;POTOSI;050502;TORO TORO;176;0,57350438
204;05;POTOSI;050601;COTAGAITA;309;0,503957342
205;05;POTOSI;050602;VITICHI;149;0,586823314
206;05;POTOSI;050701;SACACA;371;0,598384381
207;05;POTOSI;050702;CARIPUYO;161;0,600757963
208;05;POTOSI;050801;TUPIZA;748;0,684561155
209;05;POTOSI;050802;ATOCHA;136;0,641049363
210;05;POTOSI;050901;"COLCHA ""K""";97;0,291783573
211;05;POTOSI;050902;SAN PEDRO DE QUEMES;6;0,2129879
212;05;POTOSI;051001;SAN PABLO DE LIPEZ;53;0,699333625
213;05;POTOSI;051002;MOJINETE;15;0,776375248
214;05;POTOSI;051003;SAN ANTONIO DE ESMORUCO;32;0,480751714
215;05;POTOSI;051101;PUNA;550;0,482704226
216;05;POTOSI;051102;"CAIZA ""D""";137;0,541156356
217;05;POTOSI;051201;UYUNI;400;0,740599513
218;05;POTOSI;051202;TOMAVE;144;0,369797173
219;05;POTOSI;051203;PORCO;125;0,69159864
220;05;POTOSI;051301;ARAMPAMPA;77;0,583871366
221;05;POTOSI;051302;ACACIO;91;0,627192032
222;05;POTOSI;051401;LLICA;68;0,910739579
223;05;POTOSI;051402;TAHUA;12;0,150188035
224;05;POTOSI;051501;VILLAZON;729;0,558003506
225;05;POTOSI;051601;SAN AGUSTIN;27;0,426395067
226;06;TARIJA;060101;TARIJA;4043;0,69806346
227;06;TARIJA;060201;PADCAYA;263;0,556651566
228;06;TARIJA;060202;BERMEJO;607;0,65800343
229;06;TARIJA;060301;YACUIBA;1220;0,348905756
230;06;TARIJA;060302;CARAPARI;206;1,009089107
231;06;TARIJA;060303;VILLA MONTES;736;1,120826223
232;06;TARIJA;060401;URIONDO (A. CONCEPCION);193;0,690401431
233;06;TARIJA;060402;YUNCHARA;94;0,790205576
234;06;TARIJA;060501;SAN LORENZO(TJA);278;0,543180654
235;06;TARIJA;060502;EL PUENTE(TJA);176;0,797315066
236;06;TARIJA;060601;ENTRE RIOS;330;0,874184546
237;07;SANTA CRUZ;070101;SANTA CRUZ DE LA SIERRA;21563;0,430160509
238;07;SANTA CRUZ;070102;COTOCA;801;0,493286377
239;07;SANTA CRUZ;070103;PORONGO;151;0,424437289
240;07;SANTA CRUZ;070104;LA GUARDIA;899;0,471828541
241;07;SANTA CRUZ;070105;EL TORNO;639;0,395644931
242;07;SANTA CRUZ;070201;WARNES;1393;1,083914724
243;07;SANTA CRUZ;070202;OKINAWA;271;0,761738446
244;07;SANTA CRUZ;070301;SAN IGNACIO DE VELASCO;1089;0,960710324
245;07;SANTA CRUZ;070302;SAN MIGUEL DE VELASCO;176;0,696086705
246;07;SANTA CRUZ;070303;SAN RAFAEL;113;0,69965379
247;07;SANTA CRUZ;070401;BUENA VISTA;200;0,604828334
248;07;SANTA CRUZ;070402;SAN CARLOS;289;0,627907274
249;07;SANTA CRUZ;070403;YAPACANI;686;0,69092796
250;07;SANTA CRUZ;070404;SAN JUAN DE YAPACANI;300;1,177977964
251;07;SANTA CRUZ;070501;SAN JOSE DE CHIQUITOS;242;0,698597147
252;07;SANTA CRUZ;070502;PAILON;273;0,235515227
253;07;SANTA CRUZ;070503;ROBORE;222;0,82953035
254;07;SANTA CRUZ;070601;PORTACHUELO;455;1,142842024
255;07;SANTA CRUZ;070602;SANTA ROSA DEL SARA;260;0,591657623
256;07;SANTA CRUZ;070603;COLPA BELGICA;94;0,617565489
257;07;SANTA CRUZ;070701;LAGUNILLAS;66;0,49738407
258;07;SANTA CRUZ;070702;CHARAGUA;451;0,705420148
259;07;SANTA CRUZ;070703;CABEZAS;351;0,642753756
260;07;SANTA CRUZ;070704;CUEVO;59;0,762224938
261;07;SANTA CRUZ;070705;GUTIERREZ;200;0,695384887
262;07;SANTA CRUZ;070706;CAMIRI;777;1,061863938
263;07;SANTA CRUZ;070707;BOYUIBE;42;0,468580528
264;07;SANTA CRUZ;070801;VALLEGRANDE;292;0,759481066
265;07;SANTA CRUZ;070802;TRIGAL;15;0,233569882
266;07;SANTA CRUZ;070803;MORO MORO;22;0,377576228
267;07;SANTA CRUZ;070804;POSTRER VALLE;27;0,415609126
268;07;SANTA CRUZ;070805;PUCARA;24;0,488575615
269;07;SANTA CRUZ;070901;SAMAIPATA;110;0,481862536
270;07;SANTA CRUZ;070902;PAMPA GRANDE;115;0,519742561
271;07;SANTA CRUZ;070903;MAIRANA;192;0,956448874
272;07;SANTA CRUZ;070904;QUIRUSILLAS;5;0,091489111
273;07;SANTA CRUZ;071001;MONTERO;2472;0,94574947
274;07;SANTA CRUZ;071002;GENERAL SAAVEDRA;252;0,483295332
275;07;SANTA CRUZ;071003;MINEROS;370;0,651280267
276;07;SANTA CRUZ;071004;FERNANDEZ ALONSO;241;0,740906182
277;07;SANTA CRUZ;071005;SAN PEDRO;283;0,675096564
278;07;SANTA CRUZ;071101;CONCEPCION;182;0,414561557
279;07;SANTA CRUZ;071102;SAN JAVIER(STC);251;0,728828413
280;07;SANTA CRUZ;071103;SAN RAMON;326;1,848135186
281;07;SANTA CRUZ;071104;SAN JULIAN;703;0,61313953
282;07;SANTA CRUZ;071105;SAN ANTONIO DE LOMERIO;93;0,48512063
283;07;SANTA CRUZ;071106;CUATRO CAÑADAS;333;0,628448462
284;07;SANTA CRUZ;071201;SAN MATIAS;206;0,620777508
285;07;SANTA CRUZ;071301;COMARAPA;350;0,934367927
286;07;SANTA CRUZ;071302;SAIPINA;104;0,748376727
287;07;SANTA CRUZ;071401;PUERTO SUAREZ;308;0,76839152
288;07;SANTA CRUZ;071402;PUERTO QUIJARRO;257;0,517692378
289;07;SANTA CRUZ;071403;CARMEN RIVERO TORREZ;61;0,472931647
290;07;SANTA CRUZ;071501;ASCENCION DE GUARAYOS;569;1,169469156
291;07;SANTA CRUZ;071502;URUBICHA;104;0,707762939
292;07;SANTA CRUZ;071503;EL PUENTE(STC);180;0,755091216
293;08;BENI;080101;TRINIDAD;1984;0,598855018
294;08;BENI;080102;SAN JAVIER(BNI);43;0,473567004
295;08;BENI;080201;RIBERALTA;2537;0,834589566
296;08;BENI;080202;GUAYARAMERIN;900;0,630584931
297;08;BENI;080301;REYES;217;0,459263932
298;08;BENI;080302;SAN BORJA;790;0,590325802
299;08;BENI;080303;SANTA ROSA;219;0,731219833
300;08;BENI;080304;RURRENABAQUE;329;0,608479842
301;08;BENI;080401;SANTA ANA;449;0,966295978
302;08;BENI;080402;EXALTACION;42;0,122757338
303;08;BENI;080501;SAN IGNACIO;514;0,829465247
304;08;BENI;080601;LORETO;42;0,493251205
305;08;BENI;080602;SAN ANDRES;158;0,530732947
306;08;BENI;080701;SAN JOAQUIN;110;0,583841504
307;08;BENI;080702;SAN RAMON;132;0,714738931
308;08;BENI;080703;PUERTO SILES;19;0,750965124
309;08;BENI;080801;MAGDALENA;225;0,742340078
310;08;BENI;080802;BAURES;86;0,679131586
311;08;BENI;080803;HUARACAJE;63;0,685109391
312;09;PANDO;090101;COBIJA;1109;0,785304166
313;09;PANDO;090102;PORVENIR;70;0,511909387
314;09;PANDO;090103;BOLPEBRA;25;0,64731601
315;09;PANDO;090104;BELLA FLOR;16;0,263464889
316;09;PANDO;090201;PUERTO RICO;92;0,697146624
317;09;PANDO;090202;SAN PEDRO(PND);11;0,457976077
318;09;PANDO;090203;FILADELFIA;40;0,370549544
319;09;PANDO;090301;PUERTO GONZALO MORENO;84;0,554023265
320;09;PANDO;090302;SAN LORENZO(PND);69;0,639197963
321;09;PANDO;090303;SENA;76;1,240309376
322;09;PANDO;090401;NACEBE (SANTA ROSA DEL ABUNA);39;0,497003604
323;09;PANDO;090402;INGAVI (HUMAITA);8;0,412823506
324;09;PANDO;090501;NUEVO MANOA (NUEVA ESPERANZA);6;0,169098859
325;09;PANDO;090502;VILLA NUEVA (LOMA ALTA);32;0,891573199
326;09;PANDO;090503;EUREKA (SANTOS MERCADO);9;0,492153396
