id;cod_dep;departamento;cod_mun;municipio;vaginales;cesareas;partos_atendidos_personal_salud;tot_gral;cobertura
105;2;LA PAZ;21803;CHACARILLA;;;13;13;0,400039485
106;2;LA PAZ;21901;SANTIAGO DE MACHACA;31;;16;47;0,5169876
107;2;LA PAZ;21902;CATACORA;1;;8;9;0,17002982
108;2;LA PAZ;22001;CARANAVI;885;208;159;1252;0,963319739
109;3;COCHABAMBA;30101;COCHABAMBA;10868;7450;14;18332;0,953600447
110;3;COCHABAMBA;30201;AIQUILE;346;93;16;455;0,657632518
111;3;COCHABAMBA;30202;PASORAPA;20;;10;30;0,333942803
112;3;COCHABAMBA;30203;OMEREQUE;62;;22;84;0,571757258
113;3;COCHABAMBA;30301;AYOPAYA (V. DE INDEPENDENCIA);201;3;163;367;0,677340211
114;3;COCHABAMBA;30302;MOROCHATA;183;;373;556;0,605714273
115;3;COCHABAMBA;30401;TARATA;71;;22;93;0,441617071
116;3;COCHABAMBA;30402;ANZALDO;47;;78;125;0,628411388
117;3;COCHABAMBA;30403;ARBIETO;111;;35;146;0,581624239
118;3;COCHABAMBA;30404;SACABAMBA;54;;14;68;0,549837992
119;3;COCHABAMBA;30501;ARANI;141;;29;170;0,728363436
120;3;COCHABAMBA;30502;VACAS;84;;67;151;0,419076676
121;3;COCHABAMBA;30601;ARQUE;36;;151;187;0,603766256
122;3;COCHABAMBA;30602;TACOPAYA;31;;77;108;0,328086466
123;3;COCHABAMBA;30701;CAPINOTA;211;;52;263;0,62846983
124;3;COCHABAMBA;30702;SANTIVAÑES;45;;3;48;0,303493063
125;3;COCHABAMBA;30703;SICAYA;20;;18;38;0,920178519
126;3;COCHABAMBA;30801;CLIZA;201;;5;206;0,3741497
127;3;COCHABAMBA;30802;TOCO;29;;20;49;0,307712536
128;3;COCHABAMBA;30803;TOLATA;45;;1;46;0,264456134
129;3;COCHABAMBA;30901;QUILLACOLLO;1012;376;42;1430;0,366289379
130;3;COCHABAMBA;30902;SIPE SIPE;332;;17;349;0,292632819
131;3;COCHABAMBA;30903;TIQUIPAYA;557;13;56;626;0,259286034
132;3;COCHABAMBA;30904;VINTO;607;11;29;647;0,533460158
133;3;COCHABAMBA;30905;COLCAPIRHUA;486;278;;764;0,390235491
134;3;COCHABAMBA;31001;SACABA;1740;439;65;2244;0,462325357
135;3;COCHABAMBA;31002;COLOMI;260;;18;278;0,571203898
136;3;COCHABAMBA;31003;VILLA TUNARI;1054;274;64;1392;1,070349141
137;3;COCHABAMBA;31101;TAPACARI;144;;252;396;0,529271116
138;3;COCHABAMBA;31201;TOTORA(CBBA);224;;11;235;0,859549496
139;3;COCHABAMBA;31202;POJO (CBBA);204;;27;231;0,503499458
140;3;COCHABAMBA;31203;POCONA;182;;17;199;0,599606812
141;3;COCHABAMBA;31204;CHIMORE;148;;14;162;0,325768464
142;3;COCHABAMBA;31205;PUERTO VILLARROEL;1040;117;15;1172;0,964524264
143;3;COCHABAMBA;31206;ENTRE RIOS;252;;12;264;0,298645732
144;3;COCHABAMBA;31301;MIZQUE;357;1;153;511;0,672097283
145;3;COCHABAMBA;31302;VILA VILA;18;;63;81;0,739651991
146;3;COCHABAMBA;31303;ALALAY;21;;41;62;0,456618925
147;3;COCHABAMBA;31401;PUNATA;564;353;4;921;1,425849138
148;3;COCHABAMBA;31402;VILLA RIVERO;41;;10;51;0,344099925
149;3;COCHABAMBA;31403;SAN BENITO;111;;18;129;0,387050865
150;3;COCHABAMBA;31404;TACACHI;11;;2;13;0,175295632
151;3;COCHABAMBA;31405;CUCHUMUELA (V. G. VILLARROEL);6;;8;14;0,307608121
152;3;COCHABAMBA;31501;BOLIVAR;4;;96;100;0,423932889
153;3;COCHABAMBA;31601;TIRAQUE (CBBA);712;117;23;852;0,95045631
154;4;ORURO;40101;ORURO;4322;2480;34;6836;1,150749603
155;4;ORURO;40102;CARACOLLO;235;1;108;344;0,517984559
156;4;ORURO;40103;EL CHORO;31;;38;69;0,250101484
157;4;ORURO;40104;SORACACHI;40;;80;120;0,291204889
158;4;ORURO;40201;CHALLAPATA;425;52;109;586;1,049588367
159;4;ORURO;40202;SANTUARIO DE QUILLACAS;19;;35;54;0,620150733
160;4;ORURO;40301;CORQUE;15;;65;80;0,406224379
161;4;ORURO;40302;CHOQUE COTA;;;8;8;0,204449131
162;4;ORURO;40401;CURAHUARA DE CARANGAS;76;;14;90;0,690890361
163;4;ORURO;40402;TURCO;49;;13;62;0,791238813
164;4;ORURO;40501;HUACHACALLA;13;;1;14;0,300692471
165;4;ORURO;40505;ESMERALDA;;;4;4;0,095232791
166;4;ORURO;40601;POOPO;54;;5;59;0,435369791
167;4;ORURO;40602;PAZÑA;50;;29;79;0,948251356
168;4;ORURO;40603;ANTEQUERA;28;;8;36;0,567825515
169;4;ORURO;40701;HUANUNI;251;;39;290;0,672051421
170;4;ORURO;40702;MACHACAMARCA;29;;14;43;0,536552609
171;4;ORURO;40801;SALINAS DE GARCI MENDOZA;78;;29;107;0,44376759
172;4;ORURO;40802;PAMPA AULLAGAS;21;;24;45;0,476163954
173;4;ORURO;40901;SABAYA;15;;19;34;0,162740151
174;4;ORURO;40902;COIPASA;19;;;19;0,931062333
175;4;ORURO;40903;CHIPAYA;20;;21;41;0,709917168
176;4;ORURO;41001;TOLEDO;38;;25;63;0,274596104
177;4;ORURO;41101;EUCALIPTUS;63;;35;98;0,782038127
178;4;ORURO;41201;ANDAMARCA;18;;23;41;0,343470298
179;4;ORURO;41202;BELEN DE ANDAMARCA;6;;4;10;0,262199372
180;4;ORURO;41301;TOTORA(ORR);40;;34;74;0,728076034
181;4;ORURO;41401;SANTIAGO DE HUARI;66;;27;93;0,42441449
182;4;ORURO;41501;LA RIVERA;;;2;2;0,162817352
183;4;ORURO;41502;TODOS SANTOS;;;5;5;0,542724507
184;4;ORURO;41503;CARANGAS;1;;2;3;0,213267799
185;4;ORURO;41601;HUAYLLAMARCA;29;;24;53;0,477694481
186;5;POTOSI;50101;POTOSI;3345;857;8;4210;0,758443028
187;5;POTOSI;50102;TINGUIPAYA;40;;265;305;0,304251133
188;5;POTOSI;50103;YOCALLA;45;;16;61;0,223516329
189;5;POTOSI;50104;BELEN DE URMIRI;7;;9;16;0,250455543
190;5;POTOSI;50201;UNCIA;379;33;144;556;0,714793866
191;5;POTOSI;50202;CHAYANTA;125;;153;278;0,586319733
192;5;POTOSI;50203;LLALLAGUA;624;89;63;776;0,718762948
193;5;POTOSI;50301;BETANZOS;308;16;189;513;0,467526248
194;5;POTOSI;50302;CHAQUI;54;;35;89;0,319092752
195;5;POTOSI;50303;TACOBAMBA;18;;76;94;0,266659354
196;5;POTOSI;50401;COLQUECHACA;201;;289;490;0,478013274
197;5;POTOSI;50402;RAVELO;111;;116;227;0,392373897
198;5;POTOSI;50403;POCOATA;81;;272;353;0,583985987
199;5;POTOSI;50404;OCURI;128;6;204;338;0,570875415
200;5;POTOSI;50501;SAN PEDRO DE BUENA VISTA;110;;128;238;0,265957039
201;5;POTOSI;50502;TORO TORO;52;;72;124;0,40054281
202;5;POTOSI;50601;COTAGAITA;191;1;126;318;0,504336769
203;5;POTOSI;50602;VITICHI;91;;48;139;0,522785326
204;5;POTOSI;50701;SACACA;156;;107;263;0,4241565
205;5;POTOSI;50702;CARIPUYO;33;;133;166;0,611982161
206;5;POTOSI;50801;TUPIZA;617;53;104;774;0,688553471
207;5;POTOSI;50802;ATOCHA;62;;24;86;0,38528865
208;5;POTOSI;50901;"COLCHA ""K""";26;;105;131;0,395411638
209;5;POTOSI;50902;SAN PEDRO DE QUEMES;4;;1;5;0,181174438
210;5;POTOSI;51001;SAN PABLO DE LIPEZ;6;;53;59;0,770913868
211;5;POTOSI;51002;MOJINETE;2;;13;15;0,752570742
212;5;POTOSI;51003;SAN ANTONIO DE ESMORUCO;1;;29;30;0,459495247
213;5;POTOSI;51101;PUNA;279;;389;668;0,57270889
214;5;POTOSI;51102;"CAIZA ""D""";90;;36;126;0,485319242
215;5;POTOSI;51201;UYUNI;337;124;49;510;0,92850319
216;5;POTOSI;51202;TOMAVE;85;;72;157;0,397669096
217;5;POTOSI;51203;PORCO;95;;24;119;0,651771553
218;5;POTOSI;51301;ARAMPAMPA;40;;46;86;0,647833755
219;5;POTOSI;51302;ACACIO;46;;29;75;0,506038947
220;5;POTOSI;51401;LLICA;55;;19;74;0,955740004
221;5;POTOSI;51402;TAHUA;1;;11;12;0,150273326
222;5;POTOSI;51501;VILLAZON;577;88;24;689;0,523962389
223;5;POTOSI;51601;SAN AGUSTIN;9;;12;21;0,330707143
224;6;TARIJA;60101;TARIJA;2788;1691;13;4492;0,777702161
225;6;TARIJA;60201;PADCAYA;148;;46;194;0,401248705
226;6;TARIJA;60202;BERMEJO;436;230;7;673;0,721246
227;6;TARIJA;60301;YACUIBA;1294;547;31;1872;0,549380129
228;6;TARIJA;60302;CARAPARI;109;;32;141;0,671622625
229;6;TARIJA;60303;VILLA MONTES;505;290;13;808;1,212574944
230;6;TARIJA;60401;URIONDO (A. CONCEPCION);122;;15;137;0,480413735
231;6;TARIJA;60402;YUNCHARA;35;;53;88;0,724791349
232;6;TARIJA;60501;SAN LORENZO(TJA);115;;34;149;0,286200484
233;6;TARIJA;60502;EL PUENTE(TJA);102;;40;142;0,626980327
234;6;TARIJA;60601;ENTRE RIOS;216;;50;266;0,691580602
235;7;SANTA CRUZ;70101;SANTA CRUZ DE LA SIERRA;16738;15645;8;32391;0,663570339
236;7;SANTA CRUZ;70102;COTOCA;577;88;6;671;0,428265779
237;7;SANTA CRUZ;70103;PORONGO;54;;11;65;0,183852928
238;7;SANTA CRUZ;70104;LA GUARDIA;525;;4;529;0,289219167
239;7;SANTA CRUZ;70105;EL TORNO;511;62;12;585;0,372812882
240;7;SANTA CRUZ;70201;WARNES;821;237;15;1073;0,846344156
241;7;SANTA CRUZ;70202;OKINAWA;162;;2;164;0,467289064
242;7;SANTA CRUZ;70301;SAN IGNACIO DE VELASCO;952;319;59;1330;1,183252269
243;7;SANTA CRUZ;70302;SAN MIGUEL DE VELASCO;175;;18;193;0,76083467
244;7;SANTA CRUZ;70303;SAN RAFAEL;102;;3;105;0,67470445
245;7;SANTA CRUZ;70401;BUENA VISTA;149;;2;151;0,455236296
246;7;SANTA CRUZ;70402;SAN CARLOS;365;175;4;544;1,192879142
247;7;SANTA CRUZ;70403;YAPACANI;716;83;18;817;0,841045121
248;7;SANTA CRUZ;70404;SAN JUAN DE YAPACANI;93;52;8;153;0,60632743
249;7;SANTA CRUZ;70501;SAN JOSE DE CHIQUITOS;298;144;1;443;1,238699474
250;7;SANTA CRUZ;70502;PAILON;276;;22;298;0,269480287
251;7;SANTA CRUZ;70503;ROBORE;211;75;3;289;1,029239232
252;7;SANTA CRUZ;70601;PORTACHUELO;244;243;1;488;1,208843782
253;7;SANTA CRUZ;70602;SANTA ROSA DEL SARA;213;;7;220;0,510275015
254;7;SANTA CRUZ;70603;COLPA BELGICA;46;;;46;0,298049605
255;7;SANTA CRUZ;70701;LAGUNILLAS;54;;16;70;0,525800396
256;7;SANTA CRUZ;70702;CHARAGUA;477;88;42;607;0,945044905
257;7;SANTA CRUZ;70703;CABEZAS;209;;4;213;0,389437269
258;7;SANTA CRUZ;70704;CUEVO;21;;26;47;0,604021126
259;7;SANTA CRUZ;70705;GUTIERREZ;108;;65;173;0,598011323
260;7;SANTA CRUZ;70706;CAMIRI;500;418;3;921;1,241491985
261;7;SANTA CRUZ;70707;BOYUIBE;42;;3;45;0,500148309
262;7;SANTA CRUZ;70801;VALLEGRANDE;202;133;1;336;0,866738598
263;7;SANTA CRUZ;70802;TRIGAL;10;;;10;0,160200761
264;7;SANTA CRUZ;70803;MORO MORO;19;;;19;0,310265797
265;7;SANTA CRUZ;70804;POSTRER VALLE;7;;9;16;0,247777177
266;7;SANTA CRUZ;70805;PUCARA;14;;2;16;0,31631129
267;7;SANTA CRUZ;70901;SAMAIPATA;62;14;1;77;0,334638259
268;7;SANTA CRUZ;70902;PAMPA GRANDE;81;;3;84;0,379250781
269;7;SANTA CRUZ;70903;MAIRANA;145;73;4;222;1,102482629
270;7;SANTA CRUZ;70904;QUIRUSILLAS;10;;;10;0,183629331
271;7;SANTA CRUZ;71001;MONTERO;1775;1025;2;2802;1,075656374
272;7;SANTA CRUZ;71002;GENERAL SAAVEDRA;109;;25;134;0,260695208
273;7;SANTA CRUZ;71003;MINEROS;242;;30;272;0,480991669
274;7;SANTA CRUZ;71004;FERNANDEZ ALONSO;179;;2;181;0,559019819
275;7;SANTA CRUZ;71005;SAN PEDRO;168;;2;170;0,407409206
276;7;SANTA CRUZ;71101;CONCEPCION;268;86;1;355;0,828985591
277;7;SANTA CRUZ;71102;SAN JAVIER(STC);246;37;4;287;0,854712137
278;7;SANTA CRUZ;71103;SAN RAMON;227;51;1;279;1,623274085
279;7;SANTA CRUZ;71104;SAN JULIAN;780;92;29;901;0,8060016
280;7;SANTA CRUZ;71105;SAN ANTONIO DE LOMERIO;54;;30;84;0,449078313
281;7;SANTA CRUZ;71106;CUATRO CAÑADAS;240;;7;247;0,478111851
282;7;SANTA CRUZ;71201;SAN MATIAS;194;56;11;261;0,787887953
283;7;SANTA CRUZ;71301;COMARAPA;296;91;14;401;1,067301432
284;7;SANTA CRUZ;71302;SAIPINA;66;;4;70;0,50498066
285;7;SANTA CRUZ;71401;PUERTO SUAREZ;300;114;1;415;1,021410533
286;7;SANTA CRUZ;71402;PUERTO QUIJARRO;179;29;1;209;0,433181714
287;7;SANTA CRUZ;71403;CARMEN RIVERO TORREZ;55;;5;60;0,458923377
288;7;SANTA CRUZ;71501;ASCENCION DE GUARAYOS;501;116;3;620;1,299823864
289;7;SANTA CRUZ;71502;URUBICHA;122;;2;124;0,842225053
290;7;SANTA CRUZ;71503;EL PUENTE(STC);137;;11;148;0,638719616
291;8;BENI;80101;TRINIDAD;2192;920;4;3116;0,936768223
292;8;BENI;80102;SAN JAVIER(BNI);10;;1;11;0,119997015
293;8;BENI;80201;RIBERALTA;2129;673;64;2866;0,948655334
294;8;BENI;80202;GUAYARAMERIN;795;316;3;1114;0,774430164
295;8;BENI;80301;REYES;167;48;44;259;0,558170002
296;8;BENI;80302;SAN BORJA;541;215;61;817;0,615602403
297;8;BENI;80303;SANTA ROSA;167;14;27;208;0,688036194
298;8;BENI;80304;RURRENABAQUE;291;62;24;377;0,707318574
299;8;BENI;80401;SANTA ANA;302;140;7;449;0,937008447
300;8;BENI;80402;EXALTACION;17;;3;20;0,05863596
301;8;BENI;80501;SAN IGNACIO;318;61;76;455;0,727005578
302;8;BENI;80601;LORETO;22;;33;55;0,625171856
303;8;BENI;80602;SAN ANDRES;81;;19;100;0,333992493
304;8;BENI;80701;SAN JOAQUIN;75;6;8;89;0,472855665
305;8;BENI;80702;SAN RAMON;99;21;;120;0,643419768
306;8;BENI;80703;PUERTO SILES;8;;4;12;0,459492703
307;8;BENI;80801;MAGDALENA;142;44;54;240;0,785661098
308;8;BENI;80802;BAURES;48;18;11;77;0,587900784
309;8;BENI;80803;HUARACAJE;56;;;56;0,593805954
310;9;PANDO;90101;COBIJA;955;454;6;1415;1,012974809
311;9;PANDO;90102;PORVENIR;28;;12;40;0,281566242
312;9;PANDO;90103;BOLPEBRA;;;6;6;0,14887815
313;9;PANDO;90104;BELLA FLOR;;;11;11;0,170971179
314;9;PANDO;90201;PUERTO RICO;64;;15;79;0,578970584
315;9;PANDO;90202;SAN PEDRO(PND);;;15;15;0,582205057
316;9;PANDO;90203;FILADELFIA;30;;9;39;0,353731375
317;9;PANDO;90301;PUERTO GONZALO MORENO;47;;27;74;0,481842436
318;9;PANDO;90302;SAN LORENZO(PND);29;;42;71;0,633225851
319;9;PANDO;90303;SENA;67;;9;76;1,189236876
320;9;PANDO;90401;NACEBE (SANTA ROSA DEL ABUNA);21;;7;28;0,349253351
321;9;PANDO;90402;INGAVI (HUMAITA);2;;6;8;0,380692987
322;9;PANDO;90501;NUEVO MANOA (NUEVA ESPERANZA);1;;6;7;0,200964996
323;9;PANDO;90502;VILLA NUEVA (LOMA ALTA);9;;14;23;0,621773857
324;9;PANDO;90503;EUREKA (SANTOS MERCADO);6;;11;17;0,929999994
