,departamento,municipio,establecimiento,direccion
452,POTOSI,TUPIZA,ALTO MAMAHOTA,altomamahota
454,POTOSI,TUPIZA,APOSTOL SANTIAGO,Oeste
471,POTOSI,TUPIZA,BLANCAS,PIEDRAS BLANCAS
458,POTOSI,TUPIZA,CHACOPAMPA,COMUNIDAD CHACOPAMPA ZONA FLORIDA
456,POTOSI,TUPIZA,CHAGASICO,Calle Beni s/n
459,POTOSI,TUPIZA,CHUQUIAGO,CHUQUIAGO
460,POTOSI,TUPIZA,ESMORACA,esmoraca
461,POTOSI,TUPIZA,ESTARCA,EStarca
462,POTOSI,TUPIZA,HUMACHA,HUMACHA
463,POTOSI,TUPIZA,KENKO,KENKO
464,POTOSI,TUPIZA,MOLINO,EL MOLINO
465,POTOSI,TUPIZA,NAZARENO,NAZARENO
467,POTOSI,TUPIZA,OPLOCA,IGLESIA DE OPLOCA
469,POTOSI,TUPIZA,ORO INGENIO,S/N
473,POTOSI,TUPIZA,PALQUIZA,COMUNIDAD DE PALQUIZA
474,POTOSI,TUPIZA,PENA AMARILLA,Peña Amarilla
475,POTOSI,TUPIZA,QUIRIZA,COMUNIDAD QUIRIZA
476,POTOSI,TUPIZA,REYNECILLA,Distrito V - Area Villa Pacheco
477,POTOSI,TUPIZA,RIO BLANCO,Río Blanco
479,POTOSI,TUPIZA,SALO,FUTBOL
480,POTOSI,TUPIZA,SAN ANTONIO (TUPIZA),CALLE DANIEL CAMPOS
481,POTOSI,TUPIZA,SAN GERARDO,Zona  Proyecto San Gerardo
483,POTOSI,TUPIZA,SAN JOSE PAMPA GRANDE,GRANDE
485,POTOSI,TUPIZA,SAN MIGUEL,CARRETERA
486,POTOSI,TUPIZA,SANTA ROSA,SANTA ROSA
487,POTOSI,TUPIZA,SUIPACHA,SUIPACHA
488,POTOSI,TUPIZA,SUPIRA,SUPIRA
489,POTOSI,TUPIZA,TALINA,COMUNIDAD DE TALINA
490,POTOSI,TUPIZA,TAMBO,MOCHARA TAMBO
491,POTOSI,TUPIZA,TAPAXA,COMUNIDAD DE TAPAXA
492,POTOSI,TUPIZA,TOCLOCA,PUESTO DE SALUD TOCLOCA
493,POTOSI,TUPIZA,TUPIZA,Calle Bolivar s/n
494,POTOSI,TUPIZA,VILLA FATIMA,BARRIO 21 DE DICIEMBRE S/N
495,POTOSI,TUPIZA,VILLA PACHECO,Villa Pacheco
496,POTOSI,TUPIZA,VISCACHANI,COMUNIDAD VISCACHANI
497,POTOSI,TUPIZA,ZAPATERA,zapatera
498,POTOSI,UNCIA,CALA CALA,CHAYANTA CALA CALA
499,POTOSI,UNCIA,HOSPITAL CIVIL DE UNCIA,Sin registro
500,POTOSI,UNCIA,MERKAYMAYA,merkayamaya
501,POTOSI,UNCIA,MOROCOMARCA,Sin registro
502,POTOSI,UNCIA,PATA PATA GRANDE,Sin registro
503,POTOSI,UYUNI,ASUNCION VILLA ESPERANZA,Sin registro
504,POTOSI,UYUNI,BELLA VISTA - UYUNI,Sin registro
505,POTOSI,UYUNI,CERDAS,Comunidad Cerdas
507,POTOSI,UYUNI,CHACALA,Comunidad Chacala
508,POTOSI,UYUNI,COLCHANI,Comunidad Colchani
509,POTOSI,UYUNI,COROMA,Sin registro
510,POTOSI,UYUNI,P.S  SEÑOR DE  MAYO,Sin registro
511,POTOSI,UYUNI,P.S. ALPACANI-QUEHUA,Comunidad Alpacani
512,POTOSI,UYUNI,P.S. CANDELARIA DE VILUYO,Sin registro
513,POTOSI,UYUNI,P.S. KELUYO ALTO ALIANZA,Comunidad Keluyo Alto Alianza
515,POTOSI,UYUNI,P.S. QUIJARRO,Cruz
516,POTOSI,UYUNI,P.S. TUSQUI,Sin registro
517,POTOSI,UYUNI,P.S. ZONA CENTRAL,Sin registro
518,POTOSI,UYUNI,PULACAYO,Comunidad Pulacayo
519,POTOSI,UYUNI,QUEHUA,Sin registro
520,POTOSI,UYUNI,RIO MULATO,Sin registro
521,POTOSI,UYUNI,SAN JUAN DE DIOS UYUNI,Sin registro
524,POTOSI,VILLAZON,BERQUE,BERQUE
525,POTOSI,VILLAZON,CHAGUA,comunidad de chagua
526,POTOSI,VILLAZON,CHIPIHUAYCO,chipihuayco
527,POTOSI,VILLAZON,CHOSCONTY,CHOSCONTY
528,POTOSI,VILLAZON,COMUNIDAD CASIRA,CASIRA GRANDE
529,POTOSI,VILLAZON,COMUNIDAD SOCOCHA,Comunidad sococha
530,POTOSI,VILLAZON,ELIODORO VILLAZON,eliodoro villazon s/n
531,POTOSI,VILLAZON,HIGUERAS,Comunidad Higueras
532,POTOSI,VILLAZON,MOJO,COMUNIDAD MOJO
533,POTOSI,VILLAZON,MORAYA,COMUNIDAD MORAYA
523,POTOSI,VILLAZON,NAZARETH,calle topater sin numero
534,POTOSI,VILLAZON,OJO DE AGUA,comunidad de ojo de agua
535,POTOSI,VILLAZON,SAGNASTY,COMUNIDAD DE SAGNASTY
536,POTOSI,VILLAZON,SALITRE,Comunidad Salitre
537,POTOSI,VILLAZON,SAN JUAN DE DIOS,marialuisacabreras/n
539,POTOSI,VILLAZON,SAN JUDAS TADEO,SUIPACHA Y PJE SAN PEDRO
541,POTOSI,VILLAZON,SAN MARTIN,Avenida Antofagasta S/N
542,POTOSI,VILLAZON,SELOCHA,p.s. selocha
543,POTOSI,VILLAZON,YURUMA,COMUNIDAD YURUMA
544,POTOSI,VITICHI,ARIPALCA,aripalca
545,POTOSI,VITICHI,CALCHA,CALCHA
546,POTOSI,VITICHI,CALVI,Calvi
547,POTOSI,VITICHI,ESTUMILLA,Estumilla
548,POTOSI,VITICHI,KEHUACA GRANDE,KEHUACA GRANDE
549,POTOSI,VITICHI,PECKA,pecka
550,POTOSI,VITICHI,PEKAJSI,LOCALIDAD DE PEKAJSI
552,POTOSI,VITICHI,SAN ANTONIO,Comunidad san antonio municipio vitichi
553,POTOSI,VITICHI,SURMAJCHI,SURMAJCHI
554,POTOSI,VITICHI,TOQUENZA,TOQUENZA
555,POTOSI,VITICHI,TUSQUIÑA,tusquiña
556,POTOSI,VITICHI,VITICHI,Vitichi
557,POTOSI,VITICHI,YAWISLA,Yawisla
558,POTOSI,VITICHI,YULO,yulo
559,POTOSI,VITICHI,YURAC CANCHA,Yurac cancha
560,POTOSI,YOCALLA,BELEN PAMPA,comunidad de belen pampa
561,POTOSI,YOCALLA,CAYARA,cayara
562,POTOSI,YOCALLA,CHIRACORO,chiracoro
563,POTOSI,YOCALLA,SAN ANTONIO,SAN ANTONIO
564,POTOSI,YOCALLA,TOTORA D,totora d
565,POTOSI,YOCALLA,TOTORA PAMPA,Totora Pampa
566,POTOSI,YOCALLA,TURQUI,turqui
567,POTOSI,YOCALLA,YOCALLA,avenida panamericana s/n
