,departamento,municipio,establecimiento,direccion
325,SANTA CRUZ,SAN JOSE DE CHIQUITOS,SAN JUAN DE CHIQUITOS,CHIQUITOS PLAZA PRINCIPAL FRENTE A LA IGLESIA
326,SANTA CRUZ,SAN JOSE DE CHIQUITOS,TAPERAS,COMUNIDAD TAPERAS DE SAN JOSE DE CHIQUITOS
329,SANTA CRUZ,SAN JUAN DE YAPACANI,AYACUCHO,"CARRETERA A CHAPACO MANZANO 1 LOTE 7, AYACUCHO"
330,SANTA CRUZ,SAN JUAN DE YAPACANI,ENCONADA,CALLE C MANZANO 13 LOTE 7 ENCONADA
332,SANTA CRUZ,SAN JUAN DE YAPACANI,MARIA AUXILIADORA,Manzano 14 lote 1
334,SANTA CRUZ,SAN JUAN DE YAPACANI,RAUL MENACHO,RAUL MENACHO
336,SANTA CRUZ,SAN JUAN DE YAPACANI,SAN JUAN,"San Juan, Calle Bolivar S/N, Atras de la alcaldia Municipal."
337,SANTA CRUZ,SAN JULIAN,2 DE AGOSTO,COLONIA BERLIN 2 DE AGOSTO
338,SANTA CRUZ,SAN JULIAN,AREA 5,san julian-area 5
339,SANTA CRUZ,SAN JULIAN,CAFECES,AV. CIRO MEALLA
340,SANTA CRUZ,SAN JULIAN,CORDILLERA,comunidad cordillera 16 de marzo
341,SANTA CRUZ,SAN JULIAN,EL CARMEN,Colonia Berlin Municipio San Julian
342,SANTA CRUZ,SAN JULIAN,FLOR DEL VALLE,COMUNIDAD FLOR DEL VALLE
343,SANTA CRUZ,SAN JULIAN,GUAPOMO,COMUNIDAD SAN LORENZO GUAPOMO
344,SANTA CRUZ,SAN JULIAN,ILLIMANI NUCLEO 29,NUCLEO 29
345,SANTA CRUZ,SAN JULIAN,JOSE MARIA LINAREZ,Av. Santa Cruz 1er Anillo y calle San Juan
346,SANTA CRUZ,SAN JULIAN,LA ASUNTA,COMUNIDAD LA ASUNTA
347,SANTA CRUZ,SAN JULIAN,LIMONCITO,LIMONCITO
348,SANTA CRUZ,SAN JULIAN,LOS TRONCOS,LOS TRONCOS
349,SANTA CRUZ,SAN JULIAN,NUCLEO 14 NUEVA VIDA,BRECHA CASARABE NUCLEO 14
350,SANTA CRUZ,SAN JULIAN,NUCLEO 23  SAN MARTIN,A UNA CUADRA DE LA CARRETERA PRINCÍPAL
351,SANTA CRUZ,SAN JULIAN,NUCLEO 32 EL LIMONAL,nucleo 32
352,SANTA CRUZ,SAN JULIAN,NUCLEO 38 SAN SALVADOR,comunidad san San Salvador Nucleo 38
353,SANTA CRUZ,SAN JULIAN,NUCLEO 47 EL PALMAR,nucleo 47
354,SANTA CRUZ,SAN JULIAN,NUCLEO 66 - 2 DE AGOSTO,AV. Getúlio Vargas
355,SANTA CRUZ,SAN JULIAN,NUEVO AMANECER,san julian
356,SANTA CRUZ,SAN JULIAN,SAN JUAN DE VILLAMONTES,COMUNIDAD SAN JUAN DE VILLAMONTES
357,SANTA CRUZ,SAN JULIAN,TAJIBO,AV. CIRO MEALLA
358,SANTA CRUZ,SAN JULIAN,VILLA ARANCIBIA,COMUNIDAD VILLA ARANCIBIA
359,SANTA CRUZ,SAN JULIAN,VILLA MONTERO,COLONIA BERLIN EL CARMEN (SAN JULIAN)
361,SANTA CRUZ,SAN JULIAN,VILLA PARAISO,VILLA PARAISO B/24 DE ABRIL
362,SANTA CRUZ,SAN JULIAN,VILLA VICTORIA,c/ villa victoia lado colegio  simon bolivar
363,SANTA CRUZ,SAN MATIAS,ASCENSION DE LA FRONTERA,COMUNIDAD ASCENSION DE LA FRONTERA
364,SANTA CRUZ,SAN MATIAS,CANDELARIA,comunidad candelaria
365,SANTA CRUZ,SAN MATIAS,LAS PETAS,Las Petas
366,SANTA CRUZ,SAN MATIAS,NATIVIDAD,COMUNIDAD NATIVIDAD SAN MATIAS
368,SANTA CRUZ,SAN MATIAS,SAN FERNANDO,COMUNIDAD SAN FERNANDO MUNICPIO SAN MATIAS
369,SANTA CRUZ,SAN MATIAS,SAN MATIAS,BARRIO CRISTO REY
370,SANTA CRUZ,SAN MATIAS,SANTA FE,COMUNIDAD SANTA FE  MUNICIPIO
371,SANTA CRUZ,SAN MATIAS,SANTA ISABEL,COMUNIDAD SANTA ISABEL
372,SANTA CRUZ,SAN MATIAS,SANTO CORAZON,SANTO CORAZON
373,SANTA CRUZ,SAN MATIAS,TORNITO,COMUNIDAD EL TORNITO
374,SANTA CRUZ,SAN MIGUEL DE VELASCO,CERRITO,SAN PEDRO DEL CERRITO-SAN MIGUEL DE VELASCO
375,SANTA CRUZ,SAN MIGUEL DE VELASCO,SALVADOR PILON FLORIAN,Calle Ciro Lorenzo Dorado entre Junin y Velasco
376,SANTA CRUZ,SAN MIGUEL DE VELASCO,SAN JUAN DE LOMERIO,SAN JUAN DE LOMERIO- SAN MIGUEL DE VELASCO
377,SANTA CRUZ,SAN PEDRO,CANANDOA,AVENIDA CANANDOA FRENTE A LA PLAZA
378,SANTA CRUZ,SAN PEDRO,COLONIA PIRAI,AVENIDA SANTA CRUZ BARRIO 27 DE MAYO
379,SANTA CRUZ,SAN PEDRO,HARDEMAN,BARRIO URCUPI CALLE BENI ENTRE ALEMANA URCUPI
380,SANTA CRUZ,SAN PEDRO,LITORAL,COMUNIDAD LITORAL
381,SANTA CRUZ,SAN PEDRO,MURILLO,AV. PIRAI FRENTE A LA PLAZA PRINCIPAL
382,SANTA CRUZ,SAN PEDRO,SAGRADO CORAZON,AVENIDA JORGE PECH
383,SANTA CRUZ,SAN PEDRO,SAN BERNARDINO,COMUNIDAD VILLA ROSARIO
384,SANTA CRUZ,SAN PEDRO,SAN JOSE DEL NORTE,AVENIDA HERNANDO SILES
386,SANTA CRUZ,SAN PEDRO,SAN PEDRO,MAYO
388,SANTA CRUZ,SAN RAFAEL,EL TUNA,EL TUNA SAN RAFAEL DE VELASCO/SANTA CRUZ/BOLIVIA
389,SANTA CRUZ,SAN RAFAEL,SANTIAGO PARIS,AVENIDA SUCRE-CALLE VERGARA
390,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,12 DE DICIEMBRE,barrio 12 de diciembre uv.147 C/ las rosas
391,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,18 DE MARZO,"CUMAVI ,6TO ANILLO EXTERNO SOBRE AV UV. 87."
392,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,25 DE DICIEMBRE,"barrio 25 de diciembre, uv 104 av. belen"
394,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,26 DE SEPTIEMBRE,"Barrio 26 de septiembre, 9no anillo UV 207"
395,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,ANITA SUAREZ DE LEIGUE,km 4 1/2 al norte frente a la cancha
397,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,ANTOFAGASTA,ANILLO
399,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,BERMUDEZ,BERMUDEZ
400,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,BOLINTER,Av. Virgen de Cotoca 7mo anillo
401,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,BRIGIDA,Barrio Brigida Calle Pablo Bush sin numero
402,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,BUEN SAMARITANO,Barrio El Buen Samaritano UV232 Final Cumavi
403,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,CAÑADA EL CARMEN,"B/ CAÑADA EL CARMEN, AV. LEONARDO DAVINCI"
407,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,CONSULTORUO CIDOB,JUAN
409,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,CORTEZ,AGOSTO
410,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,EL DORADO NORTE,BARRIO DORADO NORTE UV 203
412,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,EL PAJONAL,naval
414,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,EL PORVENIR,ANILLO
415,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,EL QUIOR,PLAN 3000 URBANIZACION EL QUIOR CALLE 11 UV250
416,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,EL RECREO,URB. EL RECREO C/6 BARRIO EL RECREO 1
417,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,EL TAJIBO,BARRIO TAJIBO UV169
419,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,ELVIRA WUNDERLICH,pilcomayo
421,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,HAMACAS,ANILLO EXTERNO
423,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LA COLORADA,NUMERO
424,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LA FORTALEZA,BARRIO LA FORTALEZA UV178 MZA 075
425,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LAS AMERICAS,0
428,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LAZARETO,BARRIO LAZARETO CALLE CURUMBA ESQUINA PAILON
430,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LOS BOSQUES,BOSQUEZ
431,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LOS CUSIS,Barrio Los Cusis
433,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LOS OLIVOS,AV.14 DE SEPTIEMBRE Y CALLE 2 BARRIO BAJO OLIVOS
434,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LOS PINOS BARRIO NUEVO,barrio los pinos radial 10 y decimo anillo Av.arroyito
435,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,LOS TUSEQUIS,B/ Los Tusequis U.V. 71
437,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,MAGISTERIO,OCTUBRE C/LOS PIONEROS Y LOS CLAVELES
438,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,MARIA CECILIA,B/ Mauro Brtero Radial 10
439,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,MI SALUD,barrio 7 de julio
443,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,MONTERO HOYOS,DOS CUADRAS DE LA AVENIDA PRINCIPAL
445,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,NOEL KEMPFF,barrio noel kempff avenida radial 10 entre 7mo y 8vo anillo
446,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,ONDULINE GUAPURU,barrio onduline guapuru c/ PAQUIO
448,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,PALMAR DEL ORATORIO,PALMAR UV247
449,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,PALMASOLA,PENITENCIARIA PALMASOLA
451,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,PAMPA DE LA ISLA,0198 MZA: 0002
452,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,PEDRO DIEZ,B/PEDRO DIEZ C/10 UV.
454,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,PERPETUO SOCORRO,Barrio los Chinos entre Av. Busch y Av. Roca Coronado
455,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,PLAN 4000,BARRIO PLAN 400 C/SAN JUAN SIN NUMERO UV251
456,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,POCHOLA TRAPERO,"Av. Beni entre 6to y 7mo anillo, Calle Claracuta"
457,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,PREVENTIVA SUD,"B/ san Antonio av. transcontinental, uv 160"
458,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,PUEBLO NUEVO,barrio pueblo nuevo
460,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,ROCA Y CORONADO,UV-166 B/ROCA Y CORONADO  C/24 DE SEPTIEMBRE
462,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,ROQUE AGUILERA,calle santiago vaca esquina pasillo 1 barrio Mac Donald
463,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SAGRADA FAMILIA,BARRIO EL BAJIO C/ 24 DE JUNIO
464,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SAN AGUSTIN,avenida paurito plan 3000
465,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SAN ANTONIO,AVENIDA JENECHERU BARRIO SAN ANTONIO
466,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SAN CARLOS,calle 24 de Septiembre
467,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SAN LUIS,c/24 de septiembre
468,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SAN LUISITO,barrio san luisito uv.157
469,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SAN MIGUEL DE LOS JUNOS,barrio san miguel de los junos
470,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SAN PANTALEON,paurito a dos cuadras  de av. principal
405,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SANTA CRUZ,avenida cumavi entre 6 y 7mo anillo
471,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SANTA ISABEL,BARRIO CONAVI CALLE AIMERICH
473,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SANTA ROSITA,Calle Mataral S/N entre av. Roca y Coronado y Av. Pirai
475,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SANTE SUD,ANILLOS
476,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,SANTIAGO PARADA,"Barrio Santiago Parada U.V 226, AV. sirari"
478,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,TIERRAS NUEVAS,AV.MOSCU ENTRE 7MO Y 8VO ANILLOS B/TIERRAS NUEVAS
479,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,UNIVERSITARIO NORTE,AV. SANTA GEMA CALLE PALESTINA MANZANA 017
480,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,VIDA Y ESPERANZA,uv.156 barrio primavera calle 7 copa
481,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,VIRGEN DE COTOCA,Radial 27 4to Anillo calle San Pedro
482,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,VIRGEN DE FATIMA,Av. Fatima entre 3er y 4to Anillo
483,SANTA CRUZ,SANTA CRUZ DE LA SIERRA,WILLE LEMAITRE,Av.Busch calle #6 esquina nicolas ortiz
484,SANTA CRUZ,SANTA ROSA DEL SARA,AZUBI,Comunidad Azubi
485,SANTA CRUZ,SANTA ROSA DEL SARA,GALILEA,frente al campo deportivo de la comunidad
486,SANTA CRUZ,SANTA ROSA DEL SARA,GUADALUPE,FRENTE A LA UNIDAD EDUCATIVA DE LA COMUNIDAD
488,SANTA CRUZ,SANTA ROSA DEL SARA,LA CUARTA,COMUNIDAD LA CUARTA LADO SUR DE LA SUB ALCALDIA
489,SANTA CRUZ,SANTA ROSA DEL SARA,LAS PAVAS,frente al campo deportivo de la comunidad
490,SANTA CRUZ,SANTA ROSA DEL SARA,LOMA ALTA,loma alta
491,SANTA CRUZ,SANTA ROSA DEL SARA,LOS ANDES,AV. PRINCIPAL DETRAS DE LA UNIDAD EDUCATIVA
493,SANTA CRUZ,SANTA ROSA DEL SARA,MELCHOR PINTO PARADA,barrio 6 de Agosto
494,SANTA CRUZ,SANTA ROSA DEL SARA,RINCON DE PALOMETAS,Rincon de Palometas
496,SANTA CRUZ,SANTA ROSA DEL SARA,RIO NUEVO,santa cruz - municipio santa rosa comunidad rio nuevo
498,SANTA CRUZ,SANTA ROSA DEL SARA,SAN LUIS,PRINCIPAL
499,SANTA CRUZ,TRIGAL,COCHABAMBITA,COCHABAMBITA
500,SANTA CRUZ,TRIGAL,EL TRIGAL,CALLE BOLIVAR ESQUINA MONTE AGUDO
501,SANTA CRUZ,TRIGAL,TRIGO PAMPA,TRIGOPAMPA
503,SANTA CRUZ,URUBICHA,EL BUEN PASTOR,SALVATIERRA
504,SANTA CRUZ,URUBICHA,SAN JOSE,FINAL 6 DE AGOSTO
505,SANTA CRUZ,URUBICHA,SAN LUIS,LADO ESTE CANCHA DE FUTBOL
506,SANTA CRUZ,URUBICHA,SANTA TERESITA,COMUNIDAD CURURU
507,SANTA CRUZ,VALLEGRANDE,ALTO SECO,COMUNIDAD  ALTO SECO
508,SANTA CRUZ,VALLEGRANDE,GUADALUPE,Calle Bolivar
509,SANTA CRUZ,VALLEGRANDE,KJASAMONTES,KASAMONTE
510,SANTA CRUZ,VALLEGRANDE,MASICURI,RANCHO
511,SANTA CRUZ,VALLEGRANDE,NARANJOS,NARANJOS
512,SANTA CRUZ,VALLEGRANDE,P.S.  DURAZNILLO,Barrio Duraznillo
513,SANTA CRUZ,VALLEGRANDE,PIRAIMIRI,CAMINO A MASICURI
514,SANTA CRUZ,VALLEGRANDE,SAN JUAN DEL CHACO,San Juan del Chaco
515,SANTA CRUZ,VALLEGRANDE,SANTA  ANA,Santa Ana
516,SANTA CRUZ,VALLEGRANDE,VILLA ESPERANZA,BARRIO VILLA ESPERANZA CALLE S/ N
517,SANTA CRUZ,WARNES,21 DE SEPTIEMBRE,b/ 21 de septiembre uv.10 mz172
518,SANTA CRUZ,WARNES,AZUZAQUI,AZUZAQUI
519,SANTA CRUZ,WARNES,BUENA  FE,BARRIO BUENA FE
520,SANTA CRUZ,WARNES,CHANE JUSTINIANO,chane justiniano
522,SANTA CRUZ,WARNES,CLARA CHUCHIO,PRINCIPAL
523,SANTA CRUZ,WARNES,CONSULTORIO FAMILIAR ESTE,BARRIO EL CAIRO DOS
524,SANTA CRUZ,WARNES,EL BARRIAL,El barrial
526,SANTA CRUZ,WARNES,GUAJOJO,carretera belgica barrio guajojo
527,SANTA CRUZ,WARNES,IGNACIO WARNES,C. ERNESTO MONASTERIO ESQUINA CHOCOHETE
528,SANTA CRUZ,WARNES,INTEGRACION DEL NORTE,Warnes- Integraciòn  del Norte
529,SANTA CRUZ,WARNES,JUAN PABLO II,JUAN PABLO II UV:5
530,SANTA CRUZ,WARNES,LA ESPERANZA,comunidad la esperanza
531,SANTA CRUZ,WARNES,LA FINCA,LA FINCA
532,SANTA CRUZ,WARNES,LA MARINA,LA MARINA
533,SANTA CRUZ,WARNES,LA REFORMA,CARRETERA A OKINAWA LA REFORMA
534,SANTA CRUZ,WARNES,LAS BARRERAS,ZONA CENTRAL COMUNIDAD LAS BARRERAS
535,SANTA CRUZ,WARNES,LAS GAMAS,las gamas
536,SANTA CRUZ,WARNES,LOS CHACOS,LOS CHACOS
537,SANTA CRUZ,WARNES,LOS CIERVOS,Comunidad Los Ciervos
539,SANTA CRUZ,WARNES,NTRA. SRA. ROSARIO,CALLE MIGUEL CAMPODONICO ESQUINA BOLIVAR S/N
540,SANTA CRUZ,WARNES,OFELIA SANCHEZ,valle sanchez
542,SANTA CRUZ,WARNES,PENTAGUAZU,urbanizacion  pentaguazu 1 Uv-2 barrio eucalipto Mz-13
543,SANTA CRUZ,WARNES,SAN ANTONIO,Barrio San Antonio a 5 km de warnes
544,SANTA CRUZ,WARNES,SAN MARTIN DE PORREZ,El tajibo
545,SANTA CRUZ,WARNES,SATELITE NORTE,Satelite Norte Calle Divino Nino
546,SANTA CRUZ,WARNES,TERRACOR,terracor l
547,SANTA CRUZ,WARNES,VILLA EL CARMEN,VILLA EL CARMEN
549,SANTA CRUZ,YAPACANI,CAMPO VIBORA,SAN JUAN DE CAMPO VIBORA B/ESTRELA AV. BOLIVAR
550,SANTA CRUZ,YAPACANI,CHORE,Km 13 faja central carretera cbba - sta cruz
551,SANTA CRUZ,YAPACANI,EL PALMAR,COMUNIDAD EL PALMAR KM 21 FC B/1RO DE MAYO
553,SANTA CRUZ,YAPACANI,LOS POZOS,"COMUNIDAD LOS POZOS, FAJA NORTE 55 KM DE YAPACANI"
554,SANTA CRUZ,YAPACANI,MOILLER CONDOR,LOCALIDAD MOILLER CONDOR
555,SANTA CRUZ,YAPACANI,NUEVO HORIZONTE,DISTRITO 8 BARRIO 1 DE MAYO NUEVO HORIZONTE
556,SANTA CRUZ,YAPACANI,PTO. GRETHEL,COMUNIDAD PUERTO GRETHEL
557,SANTA CRUZ,YAPACANI,PUERTO AVAROA,PUERTO AVAROA YAPACANI KM. 40
559,SANTA CRUZ,YAPACANI,SAN GERMAN,SAN GERMAN KM. 27
560,SANTA CRUZ,YAPACANI,SAN RAFAEL,SAN RAFAEL
561,SANTA CRUZ,YAPACANI,YAPACANI,Calle Daniel Salamanca S/N diagonal Plaza parincipal
