,departamento,municipio,establecimiento,direccion
376,CHUQUISACA,VILLA SERRANO,URRIOLAGOITIA,URRIOLAGOITIA
401,CHUQUISACA,YAMPARAEZ,CARAMA,CARAMA
402,CHUQUISACA,YAMPARAEZ,CARDENAL MAURER,CARDENAL
403,CHUQUISACA,YAMPARAEZ,ESCANA,ESCANA
405,CHUQUISACA,YAMPARAEZ,JATUN CKACKA,JATUN CKACKA
406,CHUQUISACA,YAMPARAEZ,LAVADERO,LAVADERO
407,CHUQUISACA,YAMPARAEZ,PATALLAJTA,PATALLAJTA
408,CHUQUISACA,YAMPARAEZ,SAJPAYA,SAJPAYA
409,CHUQUISACA,YAMPARAEZ,SAN JUAN (CHQ),LAJA
410,CHUQUISACA,YAMPARAEZ,SOTOMAYOR,LOCALIDA SOTO MAYOR
416,CHUQUISACA,YOTALA,?UJCHU,Yotala
411,CHUQUISACA,YOTALA,ANFAYA,anfaya
412,CHUQUISACA,YOTALA,CACHIMAYU,CACHIMAYU
413,CHUQUISACA,YOTALA,CALERA,calera
414,CHUQUISACA,YOTALA,HUAYLLAS,Huayllas
415,CHUQUISACA,YOTALA,NICOLAS ORTIZ YOTALA,final Tarija s/n
417,CHUQUISACA,YOTALA,TAMBO ACKACHILA,tambo ackachila
418,CHUQUISACA,YOTALA,TASAPAMPA,Yotala
419,CHUQUISACA,YOTALA,TIPAKA,tipaka
420,CHUQUISACA,YOTALA,TUERO,tuero
421,CHUQUISACA,YOTALA,U?ALA,u?la
422,CHUQUISACA,ZUDA?EZ,MANDINGA,Comunidad de Mandinga
423,CHUQUISACA,ZUDA?EZ,MAYUTORCOCO,Comunidad de Mayutorcoco
424,CHUQUISACA,ZUDA?EZ,PARAQTY,Comunidad Paraqty
425,CHUQUISACA,ZUDA?EZ,SAN JORGE,Calle Campero S/N
426,CHUQUISACA,ZUDA?EZ,SAYANCHACA,Comunidad sayanchaca
427,CHUQUISACA,ZUDA?EZ,WACA HUASI,Comunidad de Waca Huasi
