,departamento,municipio,establecimiento,direccion
501,COCHABAMBA,VILLA TUNARI,INDEPENDENCIA,central dies de mayo Independencia TIPNIS
502,COCHABAMBA,VILLA TUNARI,ISINUTA,calle Mexico s/n
503,COCHABAMBA,VILLA TUNARI,ITIRAPAMPA,Sindicato itirapamapa central paractito
505,COCHABAMBA,VILLA TUNARI,JATUN PAMPA,JATUN PAMPA KM 140 CARRETERA CBBA-STA CRUZ
506,COCHABAMBA,VILLA TUNARI,KM 21,San Francisco km 21
507,COCHABAMBA,VILLA TUNARI,LITORAL SANTA ROSA,Central Litoral Santa Rosa
509,COCHABAMBA,VILLA TUNARI,LOCOTAL,Carretera a Cbba Santa Cruz punto de Control Aduanero
510,COCHABAMBA,VILLA TUNARI,MARISCAL SUCRE,mariscal sucre
511,COCHABAMBA,VILLA TUNARI,MOLETO,Moleto
512,COCHABAMBA,VILLA TUNARI,P.S. ALTO SAN JOSÉ,KM 120 CARRETERA COCHABAMBA-SANTA CRUZ
513,COCHABAMBA,VILLA TUNARI,PEDRO DOMINGO MURILLO,pueblo san lorenzo S/N
514,COCHABAMBA,VILLA TUNARI,PUERTO PATIÑO,Puerto patiño
515,COCHABAMBA,VILLA TUNARI,SAMUZABETH,Municipio Villa Tunari distrito VI central Bolivar
516,COCHABAMBA,VILLA TUNARI,SAN BENITO,Rio isiboro-San Benito
517,COCHABAMBA,VILLA TUNARI,SAN GABRIEL,central san grabiel
518,COCHABAMBA,VILLA TUNARI,SAN JOSE (CBB-VILLA TUNARI),san jose villa tunari
519,COCHABAMBA,VILLA TUNARI,SAN JOSE DE ANGOSTA,comunidad san jose de la angosta
520,COCHABAMBA,VILLA TUNARI,SAN MIGUELITO,San Miguelito del Isiboro
522,COCHABAMBA,VILLA TUNARI,SAN RAFAEL (CBB),COCHABAMBA - BOLIVIA
523,COCHABAMBA,VILLA TUNARI,SAN SALVADOR,san salvador
526,COCHABAMBA,VILLA TUNARI,SANTA ROSA DEL ISIBORO,Santa Rosa del Isiboro - Chapare - Cochabamba
527,COCHABAMBA,VILLA TUNARI,TACOPAYA,Central Tacopaya
528,COCHABAMBA,VILLA TUNARI,TODO SANTOS,comunidad de Todo Santos
529,COCHABAMBA,VILLA TUNARI,TRES DE MAYO,comunidad Tres de Mayo del Rio Ichoa
530,COCHABAMBA,VILLA TUNARI,UNCIA,central uncia
531,COCHABAMBA,VILLA TUNARI,URKUPIÑA,CENTRAL 10 DE MAYO - POBLACION URKUPIÑA
532,COCHABAMBA,VILLA TUNARI,VILLA 14 DE SEPTIEMBRE,barrio estudiantil s/n
533,COCHABAMBA,VILLA TUNARI,VILLA BOLIVAR,"Comunidad Villa Bolivar, Central Isiboro ''A''"
207,COCHABAMBA,VILLARROEL),V. GUALBERTO VILL.,a una cuadra al oeste de la plaza principal
209,COCHABAMBA,VILLARROEL),YANA RUMI,5ta sec. Prov. Punata
534,COCHABAMBA,VINTO,CHINCHILLA,chinchilla
535,COCHABAMBA,VINTO,CHULLA,Chulla calle innominada
536,COCHABAMBA,VINTO,COMBUYO,combuyo.calle innominada
537,COCHABAMBA,VINTO,ISCAIPATA,avenida pairumani
539,COCHABAMBA,VINTO,KERAYA,VINTO - KERAYA
540,COCHABAMBA,VINTO,MACHAJMARCA,machajmarca
