id;cod_depto;departamento;cod_mun;municipio;ce_menores_de_5_años;ce_mayores_de_5_años;ce_total_general;promedio_menor_de_5_años;promedio_mayor_de_5_años;promedio_general
1;1;CHUQUISACA;10101;SUCRE;141062;514909;655971;4,130052411;1,95589094;2,20557023
2;1;CHUQUISACA;10102;YOTALA;4080;8791;12871;3,51723796;0,983342434;1,274366733
3;1;CHUQUISACA;10103;POROMA;10514;12906;23420;4,781258866;0,762638583;1,224778275
4;1;CHUQUISACA;10201;AZURDUY;9859;10553;20412;4,778993497;1,037653671;1,668594967
5;1;CHUQUISACA;10202;TARVITA;14403;18451;32854;4,671791548;1,214598628;1,797855072
6;1;CHUQUISACA;10301;ZUDAÑEZ;5344;5737;11081;4,427277642;0,851935594;1,395391691
7;1;CHUQUISACA;10302;PRESTO;7826;8607;16433;5,045521453;0,993982669;1,609471606
8;1;CHUQUISACA;10303;MOJOCOYA;3409;7227;10636;2,716193937;1,033303794;1,289347162
9;1;CHUQUISACA;10304;ICLA;9814;9009;18823;6,013172009;0,989444322;1,753065043
10;1;CHUQUISACA;10401;PADILLA;7546;21641;29187;4,282340175;2,01760884;2,337169304
11;1;CHUQUISACA;10402;TOMINA;9106;13794;22900;5,931837556;1,476864531;2,105715402
12;1;CHUQUISACA;10403;SOPACHUY;4621;9111;13732;3,809298128;1,23538156;1,598950414
13;1;CHUQUISACA;10404;ALCALA;3791;6978;10769;5,96028225;1,80262523;2,389360009
14;1;CHUQUISACA;10405;EL VILLAR;2996;7897;10893;4,863301322;2,106417575;2,495497389
15;1;CHUQUISACA;10501;MONTEAGUDO;16605;59103;75708;4,089827721;2,376275038;2,616738977
16;1;CHUQUISACA;10502;HUACARETA;4956;10394;15350;3,401448931;1,163936454;1,477799279
17;1;CHUQUISACA;10601;TARABUCO;14442;14004;28446;4,730404864;0,817651479;1,409605286
18;1;CHUQUISACA;10602;YAMPARAEZ;3195;8216;11411;2,313529764;1,062042082;1,251611456
19;1;CHUQUISACA;10701;CAMARGO;8361;19670;28031;3,473552709;1,574100711;1,880887693
20;1;CHUQUISACA;10702;SAN LUCAS;23039;37123;60162;4,197217223;1,300823931;1,768057198
21;1;CHUQUISACA;10703;INCAHUASI;16514;19274;35788;3,847543519;0,863760631;1,345102966
22;1;CHUQUISACA;10801;VILLA SERRANO;8717;11613;20330;5,351325083;1,07199971;1,631363567
23;1;CHUQUISACA;10901;CAMATAQUI (C. VILLA ABECIA);1600;4412;6012;3,361119334;1,536216562;1,795686695
24;1;CHUQUISACA;10902;CULPINA;11294;15513;26807;4,62839607;1,050519961;1,557900954
25;1;CHUQUISACA;10903;LAS CARRERAS;2119;5413;7532;3,824657025;1,620658989;1,934239963
26;1;CHUQUISACA;11001;VILLA VACA GUZMAN (MUYUPAMPA);5957;14406;20363;3,276611941;1,384513123;1,665938775
27;1;CHUQUISACA;11002;HUACAYA (VILLA DE HUACAYA);2049;3589;5638;4,925396893;1,50670109;2,014987455
28;1;CHUQUISACA;11003;MACHARETI;6185;11621;17806;4,340260902;1,425524807;1,859223791
29;2;LA PAZ;20101;LA PAZ;342023;1086230;1428253;3,556099571;1,460258366;1,700218673
30;2;LA PAZ;20102;PALCA;2522;4968;7490;1,427291073;0,364704985;0,486712785
31;2;LA PAZ;20103;MECAPACA;2809;6151;8960;1,799502894;0,512115266;0,660184942
32;2;LA PAZ;20104;ACHOCALLA;2191;2177;4368;1,160496113;0,149376004;0,265339222
33;2;LA PAZ;20105;EL ALTO;279071;484459;763530;2,621414998;0,589086038;0,822017305
34;2;LA PAZ;20201;ACHACACHI;9136;26318;35454;1,071647032;0,368131438;0,443086576
35;2;LA PAZ;20202;ANCORAIMES;3733;6286;10019;2,124848439;0,426544096;0,607437526
36;2;LA PAZ;20301;CORO CORO;2248;3641;5889;1,549712035;0,317357457;0,455682942
37;2;LA PAZ;20302;CAQUIAVIRI;1892;3987;5879;1,257465166;0,3349893;0,438519056
38;2;LA PAZ;20303;CALACOTO;1817;4459;6276;1,583489509;0,491300624;0,613887276
39;2;LA PAZ;20304;COMANCHE;765;2630;3395;1,921344592;0,832028412;0,953890583
40;2;LA PAZ;20305;CHARAÑA;672;2188;2860;1,999207415;0,821640678;0,953620132
41;2;LA PAZ;20306;WALDO BALLIVIAN;739;1421;2160;3,342590044;0,813869562;1,098082079
42;2;LA PAZ;20307;NAZACARA DE PACAJES;162;455;617;3,11406591;1,112448386;1,338308399
43;2;LA PAZ;20308;SANTIAGO DE CALLAPA;1398;2017;3415;1,400226454;0,255610574;0,384168876
44;2;LA PAZ;20401;PUERTO ACOSTA;3026;9734;12760;0,980021298;0,387253024;0,452102173
45;2;LA PAZ;20402;MOCOMOCO;2270;8341;10611;1,425102589;0,644440551;0,729986914
46;2;LA PAZ;20403;PUERTO CARABUCO;2346;7752;10098;1,139875708;0,464107781;0,538240335
47;2;LA PAZ;20501;CHUMA;2890;8320;11210;1,091499345;0,556703315;0,63719039
48;2;LA PAZ;20502;AYATA;3841;5886;9727;2,180973375;0,593282004;0,832632608
49;2;LA PAZ;20503;AUCAPATA;1442;2913;4355;2,342043377;0,838510781;1,064865644
50;2;LA PAZ;20601;SORATA;5749;11091;16840;1,920714573;0,61500004;0,800863562
51;2;LA PAZ;20602;GUANAY;5449;6479;11928;3,32714444;0,654242352;1,033550641
52;2;LA PAZ;20603;TACACOMA;2708;4969;7677;3,397558054;1,032621856;1,368677085
53;2;LA PAZ;20604;QUIABAYA;908;2157;3065;2,247428099;0,882202159;1,075802786
54;2;LA PAZ;20605;COMBAYA;1081;2219;3300;3,079632215;1,049660678;1,338724771
55;2;LA PAZ;20606;TIPUANI;4827;5335;10162;5,229392776;0,955403905;1,56168419
56;2;LA PAZ;20607;MAPIRI;5971;6975;12946;4,363091552;0,842882999;1,342431519
57;2;LA PAZ;20608;TEOPONTE;4382;5454;9836;4,338830397;0,893081847;1,382063839
58;2;LA PAZ;20701;APOLO;8971;5293;14264;4,045989548;0,45444782;1,028825055
59;2;LA PAZ;20702;PELECHUCO;2287;3981;6268;2,623598243;0,868069244;1,14846003
60;2;LA PAZ;20801;VIACHA;14592;29588;44180;2,481131054;0,613550355;0,816553911
61;2;LA PAZ;20802;GUAQUI;1159;3322;4481;1,144095342;0,39937909;0,480230332
62;2;LA PAZ;20803;TIAWANACU;2431;5331;7762;1,591024119;0,425137549;0,551771487
63;2;LA PAZ;20804;DESAGUADERO;966;2187;3153;1,604601769;0,442269917;0,568419193
64;2;LA PAZ;20805;SAN ANDRES DE MACHACA;943;5897;6840;1,186106277;0,904571203;0,935173693
65;2;LA PAZ;20806;JESUS DE MACHACA;3913;12543;16456;2,340323166;0,9148863;1,069829405
66;2;LA PAZ;20807;TARACO;757;2836;3593;0,946114035;0,431899608;0,487751523
67;2;LA PAZ;20901;LURIBAY;2639;8341;10980;2,349830436;1,108728223;1,269937667
68;2;LA PAZ;20902;SAPAHAQUI;2870;6949;9819;1,433487582;0,518694469;0,637630241
69;2;LA PAZ;20903;YACO;2813;5654;8467;2,377727341;0,714876996;0,931246428
70;2;LA PAZ;20904;MALLA;905;2630;3535;1,256887631;0,547113168;0,639578003
71;2;LA PAZ;20905;CAIROMA;4022;7832;11854;2,447835902;0,712513343;0,938175779
72;2;LA PAZ;21001;INQUISIVI;3240;4891;8131;1,318117324;0,332535607;0,473661964
73;2;LA PAZ;21002;QUIME;2907;8762;11669;2,822275177;1,421691576;1,622248918
74;2;LA PAZ;21003;CAJUATA;4728;7509;12237;4,74690581;1,259462039;1,758673147
75;2;LA PAZ;21004;COLQUIRI;5981;8577;14558;2,065935643;0,495058285;0,719969927
76;2;LA PAZ;21005;ICHOCA;1224;2115;3339;1,148194489;0,330929849;0,447760948
77;2;LA PAZ;21006;LICOMA PAMPA;873;2443;3316;1,957355395;0,917030237;1,066222771
78;2;LA PAZ;21101;CHULUMANI (V. DE LA LIBERTAD);6964;10324;17288;3,369363694;0,807062454;1,163475445
79;2;LA PAZ;21102;IRUPANA (VILLA DE LANZA);6390;11409;17799;4,332517952;1,24592672;1,674107732
80;2;LA PAZ;21103;YANACACHI;1726;3805;5531;2,910826118;1,027817379;1,287782981
81;2;LA PAZ;21104;PALOS BLANCOS;15599;19118;34717;5,504633974;1,08206225;1,693354508
82;2;LA PAZ;21105;LA ASUNTA;17046;11434;28480;5,054012958;0,545511483;1,170431284
83;2;LA PAZ;21201;PUCARANI;4890;8926;13816;1,352713726;0,333170871;0,454383806
84;2;LA PAZ;21202;LAJA;2675;5106;7781;1,272613094;0,327914049;0,440272943
85;2;LA PAZ;21203;BATALLAS;2525;6001;8526;1,067214966;0,342248933;0,428442375
86;2;LA PAZ;21204;PUERTO PEREZ;737;2651;3388;0,778255549;0,378173904;0,425789033
87;2;LA PAZ;21301;SICA SICA (VILLA AROMA);5376;8801;14177;1,175284575;0,293494207;0,41020018
88;2;LA PAZ;21302;UMALA;3030;2922;5952;1,75746497;0,258674741;0,457138877
89;2;LA PAZ;21303;AYO AYO;1670;2786;4456;1,702255504;0,433282863;0,601265871
90;2;LA PAZ;21304;CALAMARCA;4011;6759;10770;2,103208716;0,540721042;0,747550058
91;2;LA PAZ;21305;PATACAMAYA;6501;8631;15132;2,005767357;0,406184617;0,617882028
92;2;LA PAZ;21306;COLQUENCHA;2688;8201;10889;1,966256778;0,915087096;1,05421087
93;2;LA PAZ;21307;COLLANA;428;1624;2052;0,819885348;0,474715317;0,520413038
94;2;LA PAZ;21401;COROICO;4613;10748;15361;2,759471464;0,859766773;1,083839583
95;2;LA PAZ;21402;CORIPATA;6252;7811;14063;4,250944901;0,714503072;1,133856396
96;2;LA PAZ;21501;IXIAMAS;5901;5002;10903;4,561294036;0,740588516;1,354780221
97;2;LA PAZ;21502;SAN BUENA VENTURA;7222;9162;16384;5,705874631;1,38900376;2,083999128
98;2;LA PAZ;21601;GRAL. J.J. PEREZ  (CHARAZANI);4135;6991;11126;2,708076096;0,836440647;1,125549559
99;2;LA PAZ;21602;CURVA;1038;1338;2376;2,322284723;0,547238924;0,821583828
100;2;LA PAZ;21701;COPACABANA;2433;5367;7800;1,464840525;0,395302;0,511881792
101;2;LA PAZ;21702;SAN PEDRO DE TIQUINA;844;3285;4129;1,175531142;0,562018155;0,629134913
102;2;LA PAZ;21703;TITO YUPANQUI (PARQUIPUJIO);330;1666;1996;0,988063344;0,611600615;0,652717061
103;2;LA PAZ;21801;SAN PEDRO DE CURAHUARA;1965;4828;6793;1,480715408;0,488521821;0,605980264
104;2;LA PAZ;21802;PAPEL PAMPA;2204;5605;7809;2,47074616;0,84451926;1,037196393
105;2;LA PAZ;21803;CHACARILLA;498;509;1007;2,17456203;0,297316313;0,5188066
106;2;LA PAZ;21901;SANTIAGO DE MACHACA;768;2290;3058;1,667924414;0,52680312;0,636099031
107;2;LA PAZ;21902;CATACORA;481;1398;1879;1,656971696;0,507999758;0,617633265
108;2;LA PAZ;22001;CARANAVI;26089;36580;62669;3,078365307;0,730600284;1,070471344
109;3;COCHABAMBA;30101;COCHABAMBA;234351;769830;1004181;3,566894867;1,41158333;1,643321202
110;3;COCHABAMBA;30201;AIQUILE;12611;15428;28039;2,63661076;0,579993307;0,893435778
111;3;COCHABAMBA;30202;PASORAPA;1768;3907;5675;2,619212266;1,040744429;1,281311486
