id;cod_depto;departamento;cod_mun;municipio;ce_menores_de_5_años;ce_mayores_de_5_años;ce_total_general;promedio_menor_de_5_años;promedio_mayor_de_5_años;promedio_general
1;1;CHUQUISACA;10101;SUCRE;201730;569402;771132;5,71682377;2,019090383;2,430321856
2;1;CHUQUISACA;10102;YOTALA;4017;8984;13001;3,451614654;0,966769497;1,243328654
3;1;CHUQUISACA;10103;POROMA;10743;13234;23977;4,819673953;0,743791197;1,197555631
4;1;CHUQUISACA;10201;AZURDUY;10227;9512;19739;4,953845277;0,906395573;1,571730207
5;1;CHUQUISACA;10202;TARVITA;14753;22709;37462;4,713108692;1,428121338;1,968419153
6;1;CHUQUISACA;10301;ZUDAÑEZ;4895;5511;10406;4,055607058;0,793432537;1,276380531
7;1;CHUQUISACA;10302;PRESTO;4979;7375;12354;3,181574188;0,818261103;1,167899599
8;1;CHUQUISACA;10303;MOJOCOYA;3440;7665;11105;2,750691234;1,065437185;1,315006591
9;1;CHUQUISACA;10304;ICLA;8782;11816;20598;5,328406929;1,244635803;1,848732507
10;1;CHUQUISACA;10401;PADILLA;7983;27930;35913;4,574511277;2,548710104;2,826996396
11;1;CHUQUISACA;10402;TOMINA;6715;15126;21841;4,314431049;1,547074087;1,927106745
12;1;CHUQUISACA;10403;SOPACHUY;4437;11118;15555;3,614235465;1,442484492;1,740871334
13;1;CHUQUISACA;10404;ALCALA;2199;5965;8164;3,440255949;1,487686092;1,756160041
14;1;CHUQUISACA;10405;EL VILLAR;2891;9929;12820;4,7648277;2,606239149;2,902789375
15;1;CHUQUISACA;10501;MONTEAGUDO;18743;56628;75371;4,596541547;2,196293806;2,524055857
16;1;CHUQUISACA;10502;HUACARETA;5306;12464;17770;3,656110237;1,356466499;1,670136569
17;1;CHUQUISACA;10601;TARABUCO;9389;14363;23752;3,091769388;0,816832079;1,151860207
18;1;CHUQUISACA;10602;YAMPARAEZ;2465;8400;10865;1,821768758;1,075092661;1,1853123
19;1;CHUQUISACA;10701;CAMARGO;7114;22459;29573;2,950852627;1,73986781;1,930443135
20;1;CHUQUISACA;10702;SAN LUCAS;21437;34415;55852;3,89966075;1,167586045;1,597026757
21;1;CHUQUISACA;10703;INCAHUASI;7365;7502;14867;3,003897269;0,570630812;0,953094144
22;1;CHUQUISACA;10704;VILLA CHARCAS;7942;10730;18672;4,274898768;1,077099817;1,579727736
23;1;CHUQUISACA;10801;VILLA SERRANO;10472;13649;24121;6,471182385;1,228554968;1,895105481
24;1;CHUQUISACA;10901;CAMATAQUI (C. VILLA ABECIA);1109;4008;5117;2,339929067;1,356064745;1,492029402
25;1;CHUQUISACA;10902;CULPINA;8846;14767;23613;3,665529548;0,979626003;1,350285414
26;1;CHUQUISACA;10903;LAS CARRERAS;2451;6004;8455;4,407064275;1,736750246;2,106806039
27;1;CHUQUISACA;11001;VILLA VACA GUZMAN (MUYUPAMPA);5991;12025;18016;3,270717404;1,109655958;1,422121141
28;1;CHUQUISACA;11002;HUACAYA (VILLA DE HUACAYA);2868;3867;6735;6,806124668;1,551303207;2,311154459
29;1;CHUQUISACA;11003;MACHARETI;6211;11893;18104;4,250876502;1,377080451;1,792919457
30;2;LA PAZ;20101;LA PAZ;354164;1168170;1522334;3,687071169;1,519837525;1,76059395
31;2;LA PAZ;20102;PALCA;5512;9127;14639;3,120363265;0,647606546;0,923019992
32;2;LA PAZ;20103;MECAPACA;4041;5978;10019;2,569145035;0,477713655;0,71123981
33;2;LA PAZ;20104;ACHOCALLA;4074;3876;7950;2,157758753;0,257150798;0,468724074
34;2;LA PAZ;20105;EL ALTO;317683;731166;1048849;2,889702233;0,831998467;1,060790157
35;2;LA PAZ;20201;ACHACACHI;7360;21380;28740;1,630826154;0,427346969;0,526927046
36;2;LA PAZ;20202;ANCORAIMES;3363;7134;10497;2,995624213;0,49427593;0,674793452
37;2;LA PAZ;20203;CHUA COCANI;411;1504;1915;1,054908341;0,271723957;0,323226588
38;2;LA PAZ;20204;HUARINA;939;2923;3862;1,548689784;0,331938966;0,410320498
39;2;LA PAZ;20205;SANTIAGO DE HUATA;1705;4033;5738;2,391644879;0,427842533;0,565918801
40;2;LA PAZ;20206;HUATAJATA;1743;4686;6429;4,316301869;1,103470688;1,382456029
41;2;LA PAZ;20301;CORO CORO;3585;5161;8746;2,467427551;0,432532141;0,653418423
42;2;LA PAZ;20302;CAQUIAVIRI;2040;5734;7774;1,348447014;0,461460892;0,557731508
43;2;LA PAZ;20303;CALACOTO;1465;4402;5867;1,26458477;0,462887064;0,549943838
44;2;LA PAZ;20304;COMANCHE;628;2349;2977;1,610705254;0,73118914;0,826378287
45;2;LA PAZ;20305;CHARAÑA;515;1792;2307;1,527805992;0,648202342;0,74379681
46;2;LA PAZ;20306;WALDO BALLIVIAN;538;1463;2001;2,397710923;0,796941747;0,971289215
47;2;LA PAZ;20307;NAZACARA DE PACAJES;113;506;619;2,060969199;1,119556524;1,221405382
48;2;LA PAZ;20308;SANTIAGO DE CALLAPA;857;4534;5391;0,856920699;0,552205232;0,585290676
49;2;LA PAZ;20401;PUERTO ACOSTA;2425;5702;8127;1,399335473;0,390697795;0,497753291
50;2;LA PAZ;20402;MOCOMOCO;2382;8144;10526;1,495563112;0,607137398;0,701430372
51;2;LA PAZ;20403;PUERTO CARABUCO;2093;9230;11323;1,014934566;0,531453068;0,582768191
52;2;LA PAZ;20404;HUMANATA;509;2070;2579;0,804616176;0,388521557;0,432682587
53;2;LA PAZ;20405;ESCOMA;1154;3462;4616;1,589149709;0,566093982;0,674679528
54;2;LA PAZ;20501;CHUMA;2427;9312;11739;0,889941696;0,584434131;0,629082621
55;2;LA PAZ;20502;AYATA;2833;6816;9649;1,552470601;0,640197678;0,77368122
56;2;LA PAZ;20503;AUCAPATA;1409;3603;5012;2,315083809;1,013316717;1,203572964
57;2;LA PAZ;20601;SORATA;4235;8845;13080;1,410845678;0,472759072;0,602457803
58;2;LA PAZ;20602;GUANAY;7010;7692;14702;4,328562742;0,758887392;1,250662852
59;2;LA PAZ;20603;TACACOMA;2908;6641;9549;3,742389421;1,367812215;1,695417116
60;2;LA PAZ;20604;QUIABAYA;869;3374;4243;2,144392795;1,331848486;1,443902475
61;2;LA PAZ;20605;COMBAYA;1162;1989;3151;3,363591687;0,92251195;1,259627254
62;2;LA PAZ;20606;TIPUANI;5791;8966;14757;6,63879227;1,64325573;2,331817947
63;2;LA PAZ;20607;MAPIRI;6684;9381;16065;4,939176435;1,107591455;1,63544883
64;2;LA PAZ;20608;TEOPONTE;6652;7289;13941;6,660753832;1,166142079;1,923105951
65;2;LA PAZ;20701;APOLO;10165;7771;17936;4,586594291;0,645755667;1,258648588
66;2;LA PAZ;20702;PELECHUCO;3245;6261;9506;3,724256931;1,32007436;1,69319765
67;2;LA PAZ;20801;VIACHA;21219;35470;56689;3,573759468;0,702877879;1,005099106
68;2;LA PAZ;20802;GUAQUI;1480;4692;6172;1,434511802;0,535107105;0,629792837
69;2;LA PAZ;20803;TIAWANACU;3698;9308;13006;2,376604934;0,703154897;0,879170932
70;2;LA PAZ;20804;DESAGUADERO;949;3214;4163;1,572166084;0,624735935;0,72422679
71;2;LA PAZ;20805;SAN ANDRES DE MACHACA;1113;5803;6916;1,386668328;0,850644851;0,9070727
72;2;LA PAZ;20806;JESUS DE MACHACA;5438;14830;20268;3,221593255;1,033691479;1,264014584
73;2;LA PAZ;20807;TARACO;883;4205;5088;1,083693811;0,606619591;0,656798987
74;2;LA PAZ;20901;LURIBAY;3115;9739;12854;2,816841889;1,270522061;1,465477712
75;2;LA PAZ;20902;SAPAHAQUI;2753;7045;9798;1,343895918;0,495976733;0,602849337
76;2;LA PAZ;20903;YACO;2788;5211;7999;2,338899179;0,631211649;0,846673206
77;2;LA PAZ;20904;MALLA;959;1594;2553;1,282016932;0,307599784;0,430515629
78;2;LA PAZ;20905;CAIROMA;4649;11701;16350;2,820758158;1,024811563;1,251353982
79;2;LA PAZ;21001;INQUISIVI;3957;5961;9918;1,608907155;0,391301611;0,560554127
80;2;LA PAZ;21002;QUIME;4998;7512;12510;4,914469294;1,192140282;1,70942069
81;2;LA PAZ;21003;CAJUATA;5952;10606;16558;6,120811052;1,761540462;2,367699306
82;2;LA PAZ;21004;COLQUIRI;8120;11426;19546;2,799942991;0,635981363;0,936739448
83;2;LA PAZ;21005;ICHOCA;1036;2839;3875;0,960322266;0,424366573;0,498791613
84;2;LA PAZ;21006;LICOMA PAMPA;849;2454;3303;1,887731458;0,881555286;1,021505528
85;2;LA PAZ;21101;CHULUMANI (V. DE LA LIBERTAD);6945;10137;17082;3,345044985;0,762875643;1,111813668
86;2;LA PAZ;21102;IRUPANA (VILLA DE LANZA);7866;13311;21177;5,438745435;1,433629694;1,973420494
87;2;LA PAZ;21103;YANACACHI;3309;4452;7761;5,632624377;1,171867598;1,769278279
88;2;LA PAZ;21104;PALOS BLANCOS;19245;21570;40815;6,688094949;1,162202769;1,903943555
89;2;LA PAZ;21105;LA ASUNTA;22181;19656;41837;6,39796151;0,881936906;1,624473272
90;2;LA PAZ;21201;PUCARANI;6072;11414;17486;1,668943144;0,408658734;0,553904374
91;2;LA PAZ;21202;LAJA;3254;7271;10525;1,546986927;0,450505283;0,576930484
92;2;LA PAZ;21203;BATALLAS;3487;8377;11864;1,476945865;0,462089877;0,579029383
93;2;LA PAZ;21204;PUERTO PEREZ;1082;4459;5541;1,151410248;0,618637038;0,680086107
94;2;LA PAZ;21301;SICA SICA (VILLA AROMA);6943;14343;21286;1,483903578;0,45171716;0,58428189
95;2;LA PAZ;21302;UMALA;2748;5139;7887;1,54776896;0,426735322;0,570775088
96;2;LA PAZ;21303;AYO AYO;2110;4444;6554;2,157597025;0,669042902;0,860075165
97;2;LA PAZ;21304;CALAMARCA;4732;8071;12803;2,452427717;0,616202617;0,851972458
98;2;LA PAZ;21305;PATACAMAYA;6269;10289;16558;1,903990424;0,460345979;0,645708771
99;2;LA PAZ;21306;COLQUENCHA;2471;6738;9209;1,76689329;0,709724349;0,845457573
100;2;LA PAZ;21307;COLLANA;649;2559;3208;1,208330255;0,702748303;0,767735511
101;2;LA PAZ;21401;COROICO;5424;11984;17408;3,214656225;0,916209118;1,178824325
102;2;LA PAZ;21402;CORIPATA;6818;8341;15159;4,637567801;0,735776137;1,183696177
103;2;LA PAZ;21501;IXIAMAS;5741;5513;11254;4,278788487;0,762169135;1,312414077
104;2;LA PAZ;21502;SAN BUENA VENTURA;6923;10268;17191;5,353615934;1,476907237;2,084892031
105;2;LA PAZ;21601;GRAL. J.J. PEREZ  (CHARAZANI);9469;6893;16362;6,209427458;0,797198328;1,608617006
106;2;LA PAZ;21602;CURVA;1442;2350;3792;3,148568708;0,906421799;1,243035037
107;2;LA PAZ;21701;COPACABANA;2507;4892;7399;1,515912505;0,348590292;0,47165072
108;2;LA PAZ;21702;SAN PEDRO DE TIQUINA;1161;4105;5266;1,617672155;0,676947789;0,776503628
109;2;LA PAZ;21703;TITO YUPANQUI (PARQUIPUJIO);474;1436;1910;1,37328812;0,492300582;0,585517045
110;2;LA PAZ;21801;SAN PEDRO DE CURAHUARA;2831;8007;10838;2,066938566;0,756470836;0,906616628
111;2;LA PAZ;21802;PAPEL PAMPA;2961;8732;11693;3,279243937;1,252191548;1,484575413
112;2;LA PAZ;21803;CHACARILLA;398;1502;1900;1,705593337;0,829969136;0,929979527
113;2;LA PAZ;21901;SANTIAGO DE MACHACA;730;3119;3849;1,588628915;0,691489857;0,77443634
114;2;LA PAZ;21902;CATACORA;299;1206;1505;0,970653551;0,397106395;0,449924004
115;2;LA PAZ;22001;CARANAVI;16404;30551;46955;2,281279021;0,696199304;0,919365778
116;2;LA PAZ;22002;ALTO BENI;9403;8183;17586;6,95748939;0,992130333;1,831989204
117;3;COCHABAMBA;30101;COCHABAMBA;260235;866474;1126709;3,894136345;1,50066126;1,748944716
118;3;COCHABAMBA;30201;AIQUILE;8753;14009;22762;1,797409606;0,497961895;0,689706149
119;3;COCHABAMBA;30202;PASORAPA;1110;3947;5057;1,663584759;1,023306024;1,117732089
120;3;COCHABAMBA;30203;OMEREQUE;2556;6643;9199;2,337842208;1,050905138;1,240671459
121;3;COCHABAMBA;30301;AYOPAYA (V. DE INDEPENDENCIA);13012;16548;29560;3,356032127;0,790288615;1,19114859
122;3;COCHABAMBA;30302;MOROCHATA;4755;4410;9165;1,501249198;0,25781427;0,452085825
123;3;COCHABAMBA;30303;COCAPATA;6228;4189;10417;1,732322576;0,215750056;0,452693407
124;3;COCHABAMBA;30401;TARATA;2869;4215;7084;2,513158431;0,50537821;0,747109244
125;3;COCHABAMBA;30402;ANZALDO;1767;5639;7406;1,66918504;0,729474213;0,842660926
126;3;COCHABAMBA;30403;ARBIETO;5237;6188;11425;3,866460274;0,625432625;1,015698182
127;3;COCHABAMBA;30404;SACABAMBA;1592;2805;4397;2,290113102;0,552831773;0,762172078
128;3;COCHABAMBA;30501;ARANI;3962;3836;7798;3,228786253;0,437328244;0,779914644
129;3;COCHABAMBA;30502;VACAS;3988;5031;9019;2,014866177;0,354906652;0,558284484
130;3;COCHABAMBA;30601;ARQUE;10159;5826;15985;4,17938795;0,477558978;1,092597073
131;3;COCHABAMBA;30602;TACOPAYA;3031;5375;8406;1,188945101;0,420042128;0,547777232
132;3;COCHABAMBA;30701;CAPINOTA;8876;14167;23043;3,690183461;0,862746121;1,223990799
133;3;COCHABAMBA;30702;SANTIVAÑES;2069;4519;6588;2,319323945;0,74181239;0,94331152
134;3;COCHABAMBA;30703;SICAYA;1599;1242;2841;5,897985481;0,675800837;1,347129226
135;3;COCHABAMBA;30801;CLIZA;7995;6366;14361;3,469644787;0,312802008;0,633877355
136;3;COCHABAMBA;30802;TOCO;2388;3264;5652;3,591480913;0,557409895;0,86679649
137;3;COCHABAMBA;30803;TOLATA;1711;3935;5646;2,191680467;0,572698559;0,737879207
138;3;COCHABAMBA;30901;QUILLACOLLO;33930;85544;119474;1,94948571;0,652716466;0,804739079
139;3;COCHABAMBA;30902;SIPE SIPE;15477;12983;28460;2,852803688;0,318013893;0,615345367
140;3;COCHABAMBA;30903;TIQUIPAYA;29617;15699;45316;2,662994785;0,187184067;0,477055687
141;3;COCHABAMBA;30904;VINTO;9910;11660;21570;1,86141038;0,290544618;0,474530558
142;3;COCHABAMBA;30905;COLCAPIRHUA;7962;18743;26705;0,918172238;0,286611131;0,360552894
143;3;COCHABAMBA;31001;SACABA;55327;68869;124196;2,231087989;0,424784868;0,66441625
144;3;COCHABAMBA;31002;COLOMI;6945;5845;12790;2,800457566;0,360449036;0,684109532
145;3;COCHABAMBA;31003;VILLA TUNARI;55737;53197;108934;7,225310101;1,054739988;1,873319239
146;3;COCHABAMBA;31101;TAPACARI;14000;11491;25491;2,654344285;0,390529109;0,734641535
147;3;COCHABAMBA;31201;TOTORA(CBBA);4361;4201;8562;2,426776408;0,438403608;0,752403775
